Entity,Definition,Images
Chamber,Chamber or The Chamber may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Thermally conductive,Not found on Wikipedia,['Image not found']
Inflammation,"Inflammation (from Latin: inflammatio) is part of the complex biological response of body tissues to harmful stimuli, such as pathogens, damaged cells, or irritants, and is a protective response involving immune cells, blood vessels, and molecular mediators.","['https://upload.wikimedia.org/wikipedia/commons/6/6c/Acute_Appendicitis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Allergy_to_Antibiotic_Cefaclor.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Asthma_%28Lungs%29.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/CD_colitis_2.jpg']"
Mountain range,A mountain range or hill range is a series of mountains or hills arranged in a line and connected by high ground.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Andes_70.30345W_42.99203S.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Himalayas.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Montes_Apenninus_AS15-M-1423.jpg']"
Vibrating molecule,Not found on Wikipedia,['Image not found']
Lake,"A lake is a naturally occurring, relatively large body of water localized in a basin completely surrounded by dry land, with much slower-moving flow than any inflow or outflow streams that serve to feed or drain it.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Badwater_tm5_2007046.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Caspian_Sea_from_orbit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/China_Hangzhou_Westlake-8.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Lignin,Lignin is a class of complex organic polymers that form key structural materials in the support tissues of most plants.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/LigninPolymerisation.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Lignin_structure.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Monolignols_general.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Sibling,A sibling is a relative that shares at least one parent with the subject.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Four_Sisters_MET_DP72050.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Haitian_brothers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/P_S_Kr%C3%B8yer_1897_-_D%C3%B8trene_Benzon.jpg']"
Cell science,Not found on Wikipedia,['Image not found']
Coral reef,A coral reef is an underwater ecosystem characterized by reef-building corals.,"['https://upload.wikimedia.org/wikipedia/commons/c/cb/20_Grad_Isotherme.png', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Accreting_coast_Image6.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Ancient_coral_reefs.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Aphrocallistes_vastus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Arrecife_coralino_de_Roat%C3%A1n.jpg']"
Asia,"Asia ( (listen), UK also ) is the largest continent in the world by both land area and population.","['https://upload.wikimedia.org/wikipedia/commons/8/82/1_Singapore_city_skyline_2010_day_panorama.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/1_li_jiang_guilin_yangshuo_2011.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/A_Map_of_the_Countries_between_Constantinople_and_Calcutta-_Including_Turkey_in_Asia%2C_Persia%2C_Afghanistan_and_Turkestan_WDL11753.png', 'https://upload.wikimedia.org/wikipedia/commons/0/01/A_day_of_devotion_%E2%80%93_Thaipusam_in_Singapore_%284316108409%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/A_new_universal_atlas_of_the_world.Asia.jpg']"
English language,"English is a West Germanic language in the Indo-European language family, with its earliest forms spoken by the inhabitants of early medieval England.","['https://upload.wikimedia.org/wikipedia/commons/7/77/Alex_Salmond_BBC_Radio4_Desert_Island_Discs_16_January_2011_b00xgs41.flac', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Anglophone_World.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/AustraliaPart2.ogg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Beowulf_Cotton_MS_Vitellius_A_XV_f._132r.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Chimamanda_Ngozi_Adichie_bbc_radio4_front_row_03_05_2013.flac']"
Reactive compound,Not found on Wikipedia,['Image not found']
Kettle,"A kettle, sometimes called a tea kettle or teakettle, is a type of pot specialized for boiling water, commonly with a lid, spout, and handle, or a small electric kitchen appliance of similar shape that functions in a self-contained manner.","['https://upload.wikimedia.org/wikipedia/commons/c/c8/Bernadotte_Wasserkessel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Caydanlik.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Electric_kettle_-_%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%87%D0%B0%D0%B9%D0%BD%D0%B8%D0%BA.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Electric_kettle_phillips_white.JPG']"
Upper lip,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Mantle layer,Not found on Wikipedia,['Image not found']
Green leaf,Not found on Wikipedia,['Image not found']
Anxiety,Anxiety is an emotion which is characterized by an unpleasant state of inner turmoil and includes feelings of dread over anticipated events.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Edvard_Munch_-_Anxiety_-_Google_Art_Project.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Emperor_Traianus_Decius_%28Mary_Harrsch%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Los_Angeles%2C_California._Lockheed_Employment._A_worried_applicant_waiting_to_be_interviewed_-_NARA_-_532210.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Permanent change,Not found on Wikipedia,['Image not found']
Solar formation,Not found on Wikipedia,['Image not found']
Human digestive system,"The human digestive system consists of the gastrointestinal tract plus the accessory organs of digestion (the tongue, salivary glands, pancreas, liver, and gallbladder).","['https://upload.wikimedia.org/wikipedia/commons/4/44/17th_century_Persian_digestive_system.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/3D_Medical_Animation_Oral_Cavity.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Anatomy_of_liver_and_gall_bladder.png', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Blausen_0780_SalivaryGlands.png', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Blausen_0817_SmallIntestine_Anatomy.png']"
Life on Earth,Life on Earth may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Glass,"Glass is a non-crystalline, often transparent, amorphous solid that has widespread practical, technological, and decorative use in, for example, window panes, tableware, and optics.","['https://upload.wikimedia.org/wikipedia/commons/7/78/250_mL_Erlenmeyer_flask.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Bottle%2C_wine_%28AM_1997.80.28-1%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Bristol.blue.glass.arp.750pix.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/British_dimpled_glass_pint_jug_with_ale.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Bulk_Metallic_Glass_Sample.jpg']"
Air,Not found on Wikipedia,['Image not found']
Physics,"Physics is the natural science of matter, involving the study of matter, its fundamental constituents, its motion and behavior through space and time, and the related entities of energy and force.","['https://upload.wikimedia.org/wikipedia/commons/e/e4/Acceleration_components.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Albert_Einstein_1947.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Archimedes-screw_one-screw-threads_with-ball_3D-view_animated_small.gif', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Bose_Einstein_condensate.png', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Bruce_McCandless_II_during_EVA_in_1984.jpg']"
Nuclear weapon,"A nuclear weapon is an explosive device that derives its destructive force from nuclear reactions, either fission (fission bomb) or a combination of fission and fusion reactions (thermonuclear bomb), producing a nuclear explosion.","['https://upload.wikimedia.org/wikipedia/commons/1/19/180326-N-UK333-189_%2841145118741%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/Anti-nuclear_weapons_protest%2C_UK_1980.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Castle_Bravo_007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/ChemicalExercise2018-01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Shark,"Sharks are a group of elasmobranch fish characterized by a cartilaginous skeleton, five to seven gill slits on the sides of the head, and pectoral fins that are not fused to the head.","['https://upload.wikimedia.org/wikipedia/commons/9/9d/Fossiler_Haifischzahn_-_Gr%C3%B6%C3%9Fe_%C3%BCber_9_cm_-_mit_Krone_-_Schulter_-_Wurzel_und_Wurzellappen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Antennarius_striatus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Carcharodon_carcharias_drawing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Chlamydoselachus_anguineus_3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/CretaceousSharkTeeth061812.JPG']"
New Testament,The New Testament (NT) is the second division of the Christian biblical canon.,"['https://upload.wikimedia.org/wikipedia/commons/0/01/Bible.malmesbury.arp.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Christian_cross.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Codex_Harcleianus.PNG', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Codex_Regius_%28019%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
China,"China (Chinese: 中国; pinyin: Zhōngguó), officially the People's Republic of China (PRC), is a country in East Asia.","['https://upload.wikimedia.org/wikipedia/commons/1/12/13_Peking_University.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/18th_National_Congress_of_the_Communist_Party_of_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/1945_Mao_and_Chiang.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Badaling_China_Great-Wall-of-China-01.jpg']"
Lipid,"Lipids are a broad group of naturally-occurring molecules which includes fats, waxes, sterols, fat-soluble vitamins (such as vitamins A, D, E and K), monoglycerides, diglycerides, phospholipids, and others.","['https://upload.wikimedia.org/wikipedia/commons/9/9a/Cholesterol.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Common_lipids_lmaps.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Fat_triglyceride_shorthand_formula.PNG', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg']"
Overcast,"Overcast or overcast weather, as defined by the World Meteorological Organization, is the meteorological condition of clouds obscuring at least 95% of the sky.","['https://upload.wikimedia.org/wikipedia/commons/8/88/BrinDeNuage.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Overcast_Mehamn.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Milk,Milk is a white liquid food produced by the mammary glands of mammals.,"['https://upload.wikimedia.org/wikipedia/commons/5/56/A_bowl_of_milk_for_the_shaman_rite._Buryatia._Russia.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Aesthetic_Milk_Vehicle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Bundesarchiv_Bild_183-2004-0708-501%2C_Berlin%2C_Milch_von_Bolle_in_der_Pause.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Corn_vs_Ethanol_production.webp']"
Mud,"Mud is soil, loam, silt or clay mixed with water.","['https://upload.wikimedia.org/wikipedia/commons/e/ea/2003-11-27_Northerner_boots_in_mud.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/A_team_of_stretcher_bearers_struggle_through_deep_mud_to_carry_a_wounded_man_to_safety_near_Boesinghe_on_1_August_1917_during_the_Third_Battle_of_Ypres._Q5935.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Amran.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Fortaleza_de_Bam%2C_Ir%C3%A1n%2C_2016-09-23%2C_DD_09.jpg']"
Empty space,Empty space may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Three basic particles,Not found on Wikipedia,['Image not found']
Protocell,"A protocell (or protobiont) is a self-organized, endogenously ordered, spherical collection of lipids proposed as a stepping stone toward the origin of life.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Darwin%27s_finches_by_Gould.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Lipid_bilayer_section.gif', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Micelle_scheme-en.svg']"
Nutrient,"A nutrient is a substance used by an organism to survive, grow, and reproduce.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Pending-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Cough,"A cough is a sudden expulsion of air through the large breathing passages which can help clear them of fluids, irritants, foreign particles and microbes.","['https://upload.wikimedia.org/wikipedia/commons/3/3f/20191124Wildfreigehege_Wolfsrat_10.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/CoughsAndSneezesSpreadDiseases.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/En-us-cough.ogg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Gnome-mime-sound-openclipart.svg']"
Metres above sea level,Not found on Wikipedia,['Image not found']
Water bottle,"A water bottle is a container that is used to hold liquids, mainly water, for the purpose of transporting a drink while travelling or while otherwise away from a supply of potable water.","['https://upload.wikimedia.org/wikipedia/commons/3/31/Clickon_Water_Dispenser.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Drinking_water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Enviro_Label.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Filtered_water_bottle.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Glass_Water_Bottle.JPG']"
Precipitation,"In meteorology, precipitation is any product of the condensation of atmospheric water vapor that falls from clouds due to gravitational pull.","['https://upload.wikimedia.org/wikipedia/commons/c/ce/1910-_Portion_of_U.S._experiencing_extreme_precipitation_events_-_chart_-_EPA.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/250mm_Rain_Gauge.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Ambox_current_red.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Atlanta_thermal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Cairns_climate.svg']"
Our galaxy,Not found on Wikipedia,['Image not found']
Small body,Not found on Wikipedia,['Image not found']
Atlantic Ocean,"The Atlantic Ocean is the second-largest of the world's five oceans, with an area of about 106,460,000 km2 (41,100,000 sq mi).","['https://upload.wikimedia.org/wikipedia/commons/6/62/1710_De_La_Feuille_Map_of_Africa_-_Geographicus_-_Africa-lafeuille-1710.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Agulhas_Bank_NOAA_ETOPO1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Atlantic_Ocean_-_en.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Atlantic_Ocean_to_Africa.ogv']"
Pumice,"Pumice ( ), called pumicite in its powdered or dust form, is a volcanic rock that consists of highly vesicular rough-textured volcanic glass, which may or may not contain crystals.","['https://upload.wikimedia.org/wikipedia/commons/e/ee/Akrotiri_Santorini-Volcano_pumice-layers_Aegean-Sea.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/BishopTuff.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Kuthiny_Baty.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Disaster loss,Not found on Wikipedia,['Image not found']
Separation process,"A separation process is a method that converts a mixture or a solution of chemical substances into two or more distinct product mixtures,  a scientific process of separating two or more substance in order to obtain purity.","['https://upload.wikimedia.org/wikipedia/commons/f/f9/ChemSepProcDiagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Haber-Bosch-En.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg']"
Red,"Red is the color at the long wavelength end of the visible spectrum of light, next to orange and opposite violet.","['https://upload.wikimedia.org/wikipedia/commons/8/8b/9_Bisonte_Magdaleniense_pol%C3%ADcromo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/AU_Fire_Danger_Indicator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Agarplate_redbloodcells_edit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Alfa_Romeo_33_SC_12_Sovralimentata_1977_red_vr_TCE.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Alizarin-sample.jpg']"
Semiconductor,"A semiconductor is a material which has an electrical conductivity value falling between that of a conductor, such as copper, and an insulator, such as glass.","['https://upload.wikimedia.org/wikipedia/commons/d/d5/4-fach-NAND-C10.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Band_filling_diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Bardeen_Shockley_Brattain_1948.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Ferdinand_Braun.jpg']"
Helium,"Helium (from Greek: ἥλιος, romanized: helios, lit. 'sun') is a chemical element with the symbol He and atomic number 2.","['https://upload.wikimedia.org/wikipedia/commons/3/3f/2_Helium.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Ac-system_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Binding_energy_curve_-_common_isotopes.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Clevite_sample_%2835321726345%29.jpg']"
Shock wave,"In physics, a shock wave (also spelled shockwave), or shock, is a type of propagating disturbance that moves faster than the local speed of sound in the medium.","['https://upload.wikimedia.org/wikipedia/commons/5/59/Chelyabinsk_meteor_event_consequences_in_Drama_Theatre.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/F4_p3_rgb_planedrop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Photography_of_bow_shock_waves_around_a_brass_bullet%2C_1888.jpg']"
Pot,Pot may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Amoebiasis,"Amoebiasis, or amoebic dysentery, is an infection of the intestines caused by a parasitic amoeba Entamoeba histolytica.","['https://upload.wikimedia.org/wikipedia/commons/1/18/Amebiasis_LifeCycle.gif', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Amoebic_Ulcer_Intestine.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Amoebic_dysentery_in_colon_biopsy_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Ehistdisp_cyst_wtmt.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Entamoeba_histolytica_life_cycle-en.svg']"
Emergency medical services,"Emergency medical services (EMS), also known as ambulance services or paramedic services, are emergency services that provide urgent pre-hospital treatment and stabilisation for serious illness and injuries and transport to definitive care.","['https://upload.wikimedia.org/wikipedia/commons/3/3e/1_E1C4007_%2820885690376%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Ambulance_18_responds_to_emergency_-_DCFEMS_-_2013-08-24.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/American_Medical_Response6.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/An_ambulance_in_Kiev.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/BFDandUVES.JPG']"
Heat and temperature,Not found on Wikipedia,['Image not found']
Sitting,"Sitting is a basic action and resting position in which the body weight is supported primarily by the bony ischial tuberosities with the buttocks in contact with the ground or a horizontal surface such as a chair seat, instead of by the lower limbs as in standing, squatting or kneeling.","['https://upload.wikimedia.org/wikipedia/commons/7/70/1999-Anna_Meacci.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/A_man_sitting_on_the_back_of_Road_during_lockdown-Shambhunath_Municipality_%2C_Nepal-4556.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Buddhist_bronze_sculpture_NMND.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/DeTroy.jpg']"
Nigeria,"Nigeria (  ny-JEER-ee-ə), officially the Federal Republic of Nigeria, is a country in West Africa.","['https://upload.wikimedia.org/wikipedia/commons/0/07/Abisogun_Leigh_Science_Building%2C_Faculty_of_Science%2C_Lagos_State_University.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Abuja_road.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Aerial-shot-of-makoko-community-in-lagos-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Ambassador_Bob_Dewar_with_Ernest_Shonekan_%283509232597%29_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ancient_Benin_city.JPG']"
Solid,"Solid is one of the four fundamental states of matter (the others being liquid, gas, and plasma).","['https://upload.wikimedia.org/wikipedia/commons/9/9b/1D_normal_modes_%28280_kB%29.gif', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Ceranfeld.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Chrysler_Building_detail.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Different_minerals.jpg']"
Germs,Not found on Wikipedia,['Image not found']
Technology,Technology is the application of knowledge for achieving practical goals in a reproducible way.,"['https://upload.wikimedia.org/wikipedia/commons/a/ac/Army_invests_in_3-D_bioprinting_to_treat_injured_Soldiers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Dampfturbine_Montage01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Faustkeil_Nachbau%2C_2020_PD_a-7.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/FrameBreaking-1812.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Science 72,Not found on Wikipedia,['Image not found']
Opportunity,Opportunity may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Yeast,"Yeasts are eukaryotic, single-celled microorganisms classified as members of the fungus kingdom.","['https://upload.wikimedia.org/wikipedia/commons/8/83/2009-03-21_Beer_brewing_bubbles.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/C_albicans_en.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Candida_Gram_stain.jpg']"
Pork,Pork is the culinary name for the meat of the pig (Sus domesticus).,"['https://upload.wikimedia.org/wikipedia/commons/9/90/01_Sch%C3%A4ufele_und_Kn%C3%B6del.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/02_Galizische_Spezialit%C3%A4ten%2C_Rudawka_Rymanowska_2013.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/1850_le_depecage_de_porc_par_Louis_Humbert_de_Molard_1847_1898.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/BCfood12.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Bacon_Explosion_finished.JPG']"
Geology of the Earth,Not found on Wikipedia,['Image not found']
Cream,Cream is a dairy product composed of the higher-fat layer skimmed from the top of milk before homogenization.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Merry_christmas%21.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Milk-bottle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Milk_001.JPG']"
Nailfa,Not found on Wikipedia,['Image not found']
