entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Plastic comb,Object,Charging,Process,Involved in,"In the process of charging the refill and the plastic comb, polythene and hair also get charged."
Polythene,Object,Charging,Process,Also gets charged,"In the process of charging the refill and the plastic comb, polythene and hair also get charged."
Hair,Object,Charging,Process,Also gets charged,"In the process of charging the refill and the plastic comb, polythene and hair also get charged."
Table,Object,Rubbed Materials,Attracts/does not,Charged/Used for Rubbing,"Table 12.1 Objects Rubbed Materials Attracts/does not Charged/ Used for Rubbing Attract Pieces Not Charged of Paper Refill Polythene, woollen cloth Balloon Polythene, woollen cloth, dry hair Eraser Wool Steel spoon Polythene, woollen cloth SOME NATURAL PHENOMENA 151 Activity 12.2 Collect the objects and the materials listed in Table 12.1."
Refill,Pieces of Paper,"Polythene, woollen cloth",Attracts,Not Charged,"Table 12.1 Objects Rubbed Materials Attracts/does not Charged/ Used for Rubbing Attract Pieces Not Charged of Paper Refill Polythene, woollen cloth Balloon Polythene, woollen cloth, dry hair Eraser Wool Steel spoon Polythene, woollen cloth SOME NATURAL PHENOMENA 151 Activity 12.2 Collect the objects and the materials listed in Table 12.1."
Balloon,"Polythene, woollen cloth, dry hair",Attracts,Charged,No,"Table 12.1 Objects Rubbed Materials Attracts/does not Charged/ Used for Rubbing Attract Pieces Not Charged of Paper Refill Polythene, woollen cloth Balloon Polythene, woollen cloth, dry hair Eraser Wool Steel spoon Polythene, woollen cloth SOME NATURAL PHENOMENA 151 Activity 12.2 Collect the objects and the materials listed in Table 12.1."
Eraser,Wool,Steel spoon,Attracts,Not Charged,"Table 12.1 Objects Rubbed Materials Attracts/does not Charged/ Used for Rubbing Attract Pieces Not Charged of Paper Refill Polythene, woollen cloth Balloon Polythene, woollen cloth, dry hair Eraser Wool Steel spoon Polythene, woollen cloth SOME NATURAL PHENOMENA 151 Activity 12.2 Collect the objects and the materials listed in Table 12.1."
Steel spoon,"Polythene, woollen cloth",Attracts,Not Charged,Yes,"Table 12.1 Objects Rubbed Materials Attracts/does not Charged/ Used for Rubbing Attract Pieces Not Charged of Paper Refill Polythene, woollen cloth Balloon Polythene, woollen cloth, dry hair Eraser Wool Steel spoon Polythene, woollen cloth SOME NATURAL PHENOMENA 151 Activity 12.2 Collect the objects and the materials listed in Table 12.1."
Chloroplasts,Organelle,Plant cells,Cell type,Located in,Record your findings.
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,Record your findings.
Thylakoids,Membrane,Chloroplasts,Organelle,within,Record your findings.
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,Record your findings.
Hang,Verb,Fig. 15.1,Figure,Depicted in,Hang them in such a way that they do not touch each other (Fig. 15.1).
Balloons,Object,Woollen cloth,Object,Rubbed with,Rub both the balloons with a woollen cloth and release them.
Balloons,Object,Air,Object,Released into,Rub both the balloons with a woollen cloth and release them.
Charged end,Physical object,Hand,Body part,Touching,Be careful not to touch the charged end with your hand.
Refill,Object,Glass tumbler,Object,Placed in,(b) Rub a refill and place it gently in a glass tumbler as before (Fig. 12.3).
Refill,Object,Balloon,Object,Near,Bring an inflated charged balloon near the refill and observe.
Pen refills,Object,Like charges,Concept,Interaction between,12.2 : Interaction between like charges Now let us repeat this activity with the used pen refills.
Glass tumbler,Object,Fig. 12.2,Image,Used as,Place it carefully in a glass tumbler using the tumbler as a stand (Fig. 12.2).
Tumbler,Object,Glass tumbler,Object,Using,Place it carefully in a glass tumbler using the tumbler as a stand (Fig. 12.2).
Charged balloon 1,Object,Charged balloon 2,Object,Repelled,Fig. 12.3 : Unlike charges attract each other lLet’s summarise the observations: A charged balloon repelled a charged balloon.
Unlike charges,Physical property,Each other,Physical property,Attract,Fig. 12.3 : Unlike charges attract each other lLet’s summarise the observations: A charged balloon repelled a charged balloon.
Balloon,Object,Refill,Object,Attracted,l But a charged balloon attracted a charged refill.
Charges,Physical entity,Same kind charges,Physical entity,Repel each other,"Can we also say that the charges of the same kind repel each other, while charges of different kind attract each other?"
Charges,Physical entity,Different kind charges,Physical entity,Attract each other,"Can we also say that the charges of the same kind repel each other, while charges of different kind attract each other?"
Glass rod,Object,Silk,Object,Rubbed with,It is a convention to call  the charge acquired by a glass rod when it is rubbed with silk as positive.
Charge,Physical property,Glass rod,Object,Acquired by,It is a convention to call  the charge acquired by a glass rod when it is rubbed with silk as positive.
Charge,Physical property,Silk,Object,Acquired by,It is a convention to call  the charge acquired by a glass rod when it is rubbed with silk as positive.
Charge,Physical property,Glass rod,Object,Called positive (convention),It is a convention to call  the charge acquired by a glass rod when it is rubbed with silk as positive.
Glass rod,Object,Charged plastic straw,Object,Attracted to each other,It is observed that when a charged glass rod is brought near a charged plastic straw rubbed with polythene there is attraction between the two.
Plastic straw,Object,Negative charge,Charge,Carries,"Your guess, that the plastic straw would carry a negative charge is correct."
Electrical charges,Physical entity,Rubbing,Action,Generated by,The electrical charges generated by rubbing are static.
Rubbing,Action,Electrical charges,Physical entity,Generates,The electrical charges generated by rubbing are static.
Electric current,Physical quantity,Class VI,Academic level,Related to,You have been reading about electric current since Class VI.
Empty jam bottle,Object,Charge,Physical property,Can transfer,12.4 Transfer of Charge Activity 12.4 Take an empty jam bottle.
Cardboard,Material,Bottle,Machinery,Size comparison,Take a piece of cardboard slightly bigger in size than the mouth of the bottle.
Paper clip,Object,Fig. 12.4,Image,Shown in,Open out the paper clip as shown in Fig. 12.4.
Aluminium foil,Material,Strips,Object,Made of,Cut two strips of aluminium foil about 4 cm × 1 cm each.
Paper clip,Object,Cardboard lid,Object,Inserted in,Insert the paper clip in the cardboard lid so that it is perpendicular to it (Fig. 12.4).
Paper clip,Object,Fig. 12.4,Image,Shown in,Insert the paper clip in the cardboard lid so that it is perpendicular to it (Fig. 12.4).
Fig 12.4,Figure,Electroscope,Instrument,Depicted in,Charge a refill and touch Fig 12.4 : A simple electroscope it with the end of the paper clip.
Refill,Object,Charge,Object,Performed on,Charge a refill and touch Fig 12.4 : A simple electroscope it with the end of the paper clip.
Paper clip,Object,Electroscope,Instrument,Touched with,Charge a refill and touch Fig 12.4 : A simple electroscope it with the end of the paper clip.
Aluminium foil strips,Material,Charged refill,Object,Receives charge from,The aluminium foil strips receive the same charge from the charged refill through the paper clip (remember that metals are good conductors of electricity).
Paper clip,Object,Charged refill,Object,Connected to,The aluminium foil strips receive the same charge from the charged refill through the paper clip (remember that metals are good conductors of electricity).
Electrical charge,Physical quantity,Charged object,Object type,Transferred from,"Thus, we find that electrical charge can be transferred from a charged object to another through a metal conductor."
Metal conductor,Material,Charged object,Object type,Transferred through,"Thus, we find that electrical charge can be transferred from a charged object to another through a metal conductor."
Charged object,Object type,Metal conductor,Material,Transferred to,"Thus, we find that electrical charge can be transferred from a charged object to another through a metal conductor."
Paper clip,Object,Hand,Body part,Touched by,Touch the end of the paper clip gently with hand and you will find a change in Rationalised-2023-24  SCIENCE 154 the foil strips.
Foil strips,Object,Hand,Body part,Affected by,Touch the end of the paper clip gently with hand and you will find a change in Rationalised-2023-24  SCIENCE 154 the foil strips.
Foil strips,Object,Paper clip,Object,Located near,Touch the end of the paper clip gently with hand and you will find a change in Rationalised-2023-24  SCIENCE 154 the foil strips.
Foil strips,Object,Earth,Planet,Connected to,The reason is that the foil strips lose charge to the earth through your body.
Foil strips,Object,Body,Physical entity,Connected through,The reason is that the foil strips lose charge to the earth through your body.
Body,Physical entity,Earth,Planet,Connected to,The reason is that the foil strips lose charge to the earth through your body.
Charge,Physical property,Foil strips,Object,Lost by,The reason is that the foil strips lose charge to the earth through your body.
Charge,Physical property,Earth,Planet,Received from,The reason is that the foil strips lose charge to the earth through your body.
Charge,Physical quantity,Charged object,Object type,Transfer to,The process of transferring of charge from a charged object to the earth is called earthing.
Earth,Celestial body,Charged object,Object type,Transfer from,The process of transferring of charge from a charged object to the earth is called earthing.
Earthing,Process,Charge,Physical quantity,Transfer process,The process of transferring of charge from a charged object to the earth is called earthing.
Earthing,Safety measure,Buildings,Structure,Provided in,Earthing is provided in buildings to protect us from electrical shocks due to any leakage of electrical current.
Electrical shocks,Hazard,Humans,Living being,Protected from,Earthing is provided in buildings to protect us from electrical shocks due to any leakage of electrical current.
Leakage,Electrical fault,Electrical current,Electricity,Cause of hazard,Earthing is provided in buildings to protect us from electrical shocks due to any leakage of electrical current.
Rubbing,Physical action,Charges,Electric charge,Produces,12.5 The Story of Lightning It is now possible to explain lightning in terms of the charges produced by rubbing.
Lightning,Natural phenomenon,Charges,Electric charge,Related to,12.5 The Story of Lightning It is now possible to explain lightning in terms of the charges produced by rubbing.
Air currents,Physical entity,Thunderstorm,Weather event,Associated with,"During the development of a thunderstorm, the air currents move upward while the water droplets move downward."
Water droplets,Physical entity,Thunderstorm,Weather event,Associated with,"During the development of a thunderstorm, the air currents move upward while the water droplets move downward."
Air currents,Physical entity,Water droplets,Physical entity,Move in opposite directions,"During the development of a thunderstorm, the air currents move upward while the water droplets move downward."
Movements,Physical entity,Charges,Physical entity,Cause separation of,These vigorous movements cause separation of charges.
Positive charges,Charge,Upper edges of clouds,Location,Collect near,"By a process, not yet completely understood, the positive charges collect near the upper edges of the clouds and the negative charges accumulate near the lower edges."
Negative charges,Charge,Lower edges of clouds,Location,Accumulate near,"By a process, not yet completely understood, the positive charges collect near the upper edges of the clouds and the negative charges accumulate near the lower edges."
Magnitude,Physical quantity,Accumulated charges,Physical quantity,Related to,"When the magnitude of the accumulated charges becomes very large, the air which is normally a poor conductor of electricity, is no longer able to resist their flow."
Air,Substance,Electricity,Physical quantity,Conductor of,"When the magnitude of the accumulated charges becomes very large, the air which is normally a poor conductor of electricity, is no longer able to resist their flow."
Electricity,Physical quantity,Air,Substance,Flows through,"When the magnitude of the accumulated charges becomes very large, the air which is normally a poor conductor of electricity, is no longer able to resist their flow."
Negative charges,Charge,Positive charges,Charge,Meet,"Negative and positive charges meet, producing streaks of bright light and sound."
Negative charges,Charge,Bright light,Light,Produce,"Negative and positive charges meet, producing streaks of bright light and sound."
Positive charges,Charge,Bright light,Light,Produce,"Negative and positive charges meet, producing streaks of bright light and sound."
Negative charges,Charge,Sound,Sound,Produce,"Negative and positive charges meet, producing streaks of bright light and sound."
Positive charges,Charge,Sound,Sound,Produce,"Negative and positive charges meet, producing streaks of bright light and sound."
Bright light,Light,Sound,Sound,Accompany,"Negative and positive charges meet, producing streaks of bright light and sound."
Streaks,Visual perception,Lightning,Natural phenomenon,Associated with,We see streaks as lightning (Fig. 12.5).
Electric discharge,Physical phenomenon,Process,Activity,called,The process is called an electric discharge.
Electric discharge,Physical phenomenon,Clouds,Natural phenomenon,Occurs between,"Rationalised-2023-24  SOME NATURAL PHENOMENA 155 The process of electric discharge can occur between two or more clouds, or between clouds and the earth."
Electric discharge,Physical phenomenon,Earth,Planet,Occurs between,"Rationalised-2023-24  SOME NATURAL PHENOMENA 155 The process of electric discharge can occur between two or more clouds, or between clouds and the earth."
Clouds,Natural phenomenon,Earth,Planet,Can be involved in electric discharge,"Rationalised-2023-24  SOME NATURAL PHENOMENA 155 The process of electric discharge can occur between two or more clouds, or between clouds and the earth."
Today,Date,Ancestors,Person,Compared to,Today we need not get frightened by lightning like our ancestors did.
Lightning,Natural phenomenon,Ancestors,Person,Frightened by,Today we need not get frightened by lightning like our ancestors did.
Scientists,Profession,Understanding,Concept,Improving,Scientists are trying hard to improve this understanding.
Lightning strike,Natural phenomenon,Life,Living organism,Destroys,"However, lightning strike could destroy life and property."
Lightning strike,Natural phenomenon,Property,Asset,Destroys,"However, lightning strike could destroy life and property."
Hearing,Sensation,Thunder,Sound,Alert to rush to safer place,Hearing thunder is an alert to rush to a safer place.
House,Building,Safe place,Safe place,Is a type of.,Finding a Safe Place A house or a building is a safe place.
Car,Vehicle type,Windows,Vehicle part,Has,"If you are travelling by car or by bus, you are safe inside with windows and doors of the vehicle shut."
Car,Vehicle type,Doors,Vehicle part,Has,"If you are travelling by car or by bus, you are safe inside with windows and doors of the vehicle shut."
Bus,Vehicle type,Windows,Vehicle part,Has,"If you are travelling by car or by bus, you are safe inside with windows and doors of the vehicle shut."
Bus,Vehicle type,Doors,Vehicle part,Has,"If you are travelling by car or by bus, you are safe inside with windows and doors of the vehicle shut."
Person,Human,Car,Vehicle type,Travelling by,"If you are travelling by car or by bus, you are safe inside with windows and doors of the vehicle shut."
Person,Human,Bus,Vehicle type,Travelling by,"If you are travelling by car or by bus, you are safe inside with windows and doors of the vehicle shut."
Car,Vehicle type,Safe,State,Keeps person,"If you are travelling by car or by bus, you are safe inside with windows and doors of the vehicle shut."
Bus,Vehicle type,Safe,State,Keeps person,"If you are travelling by car or by bus, you are safe inside with windows and doors of the vehicle shut."
Windows,Vehicle part,Shut,State,Keeps person safe,"If you are travelling by car or by bus, you are safe inside with windows and doors of the vehicle shut."
Doors,Vehicle part,Shut,State,Keeps person safe,"If you are travelling by car or by bus, you are safe inside with windows and doors of the vehicle shut."
Open vehicles,Vehicle type,Thunderstorm,Weather condition,Unsafe during,"Do’s and Don’ts during a Thunderstorm Outside Open vehicles, like motorbikes, tractors, construction machinery, open cars are not safe."
Motorbikes,Vehicle type,Thunderstorm,Weather condition,Unsafe during,"Do’s and Don’ts during a Thunderstorm Outside Open vehicles, like motorbikes, tractors, construction machinery, open cars are not safe."
Tractors,Vehicle type,Thunderstorm,Weather condition,Unsafe during,"Do’s and Don’ts during a Thunderstorm Outside Open vehicles, like motorbikes, tractors, construction machinery, open cars are not safe."
Construction machinery,Equipment type,Thunderstorm,Weather condition,Unsafe during,"Do’s and Don’ts during a Thunderstorm Outside Open vehicles, like motorbikes, tractors, construction machinery, open cars are not safe."
Open cars,Vehicle type,Thunderstorm,Weather condition,Unsafe during,"Do’s and Don’ts during a Thunderstorm Outside Open vehicles, like motorbikes, tractors, construction machinery, open cars are not safe."
Open fields,Location,Lightning strokes,Natural disaster,Occur in,"Open fields, tall trees, shelters in parks, elevated places do not protect us from lightning strokes."
Tall trees,Object,Lightning strokes,Natural disaster,Attract,"Open fields, tall trees, shelters in parks, elevated places do not protect us from lightning strokes."
Shelters,Object,Parks,Location,Located in,"Open fields, tall trees, shelters in parks, elevated places do not protect us from lightning strokes."
Elevated places,Location,Lightning strokes,Natural disaster,Attract,"Open fields, tall trees, shelters in parks, elevated places do not protect us from lightning strokes."
Umbrella,Object,Thunderstorms,Weather condition,Not recommended,Carrying an umbrella is not at all a good idea during thunderstorms.
Hands,Body part,Knees,Body part,On,Place your hands on your knees with your head between the hands (Fig. 12.6).
Head,Body part,Hands,Body part,Between,Place your hands on your knees with your head between the hands (Fig. 12.6).
Telephone cords,Object,Lightning,Natural phenomenon,Can be struck by,"Inside the house Lightning can strike telephone cords, electrical wires and metal pipes (Do you remember, lightning is an electrical discharge?)."
Electrical wires,Object,Lightning,Natural phenomenon,Can be struck by,"Inside the house Lightning can strike telephone cords, electrical wires and metal pipes (Do you remember, lightning is an electrical discharge?)."
Metal pipes,Object,Lightning,Natural phenomenon,Can be struck by,"Inside the house Lightning can strike telephone cords, electrical wires and metal pipes (Do you remember, lightning is an electrical discharge?)."
Lightning,Natural phenomenon,Electrical discharge,Physical phenomenon,Is,"Inside the house Lightning can strike telephone cords, electrical wires and metal pipes (Do you remember, lightning is an electrical discharge?)."
Mobile phones,Device,Cordless phones,Device,Related,It is safer to use mobile phones and cordless phones.
Computers,Electrical appliance,TVs,Electrical appliance,Related by category,"Electrical appliances like computers, TVs, etc., should be unplugged."
Electrical appliances,Category,Unplugging,Action,Should be,"Electrical appliances like computers, TVs, etc., should be unplugged."
Lightning Conductors,Device,Buildings,Structure,Used to protect,Fig. 12.6 : Safe position during lightning Rationalised-2023-24  SCIENCE 156 Lightning Conductors Lightning Conductor is a device used to protect buildings from the effect of lightning.
Metallic rod,Object,Building,Structure,Installed in walls during construction,"A metallic rod, taller than the building, is installed in the walls of the building during its construction."
Rod,Object,Air,Environment,Kept out in,One end of the rod is kept out in the air and the other is buried deep in the ground (Fig. 12.7).
Rod,Object,Ground,Environment,Buried deep in,One end of the rod is kept out in the air and the other is buried deep in the ground (Fig. 12.7).
Rod,Object,Electric charge,Physical quantity,Transfers to,The rod provides easy route for the transfer of electric charge to the ground.
Rod,Object,Ground,Object,Transfers to,The rod provides easy route for the transfer of electric charge to the ground.
Metal columns,Construction material,Buildings,Structure,Used during,"The metal columns used during construction, electrical wires and water pipes in the buildings also protect us to an extent."
Electrical wires,Conductor,Buildings,Structure,Installed in,"The metal columns used during construction, electrical wires and water pipes in the buildings also protect us to an extent."
Water pipes,Conduit,Buildings,Structure,Installed in,"The metal columns used during construction, electrical wires and water pipes in the buildings also protect us to an extent."
Buildings,Structure,Us,Human,Protect,"The metal columns used during construction, electrical wires and water pipes in the buildings also protect us to an extent."
Natural phenomena,Event,Human life,Living organism,Affected by,These natural phenomena can cause large scale destruction of human life and property.
Natural phenomena,Event,Property,Asset,Affected by,These natural phenomena can cause large scale destruction of human life and property.
Weather department,Organization,Thunderstorm,Weather event,Warn about developing in some area.,The weather department can warn about a thunderstorm developing in some area.
Thunderstorm,Weather event,Possibility of lightning,Natural phenomenon,Accompanies,If a thunderstorm occurs there is always a possibility of lightning and cyclones accompanying it.
Thunderstorm,Weather event,Cyclones,Weather event,Accompanies,If a thunderstorm occurs there is always a possibility of lightning and cyclones accompanying it.
Lightning conductor,Device,Copper plate,Material,Made of,"Fig. 12.7 : Lightning conductor lightning conductor copper plate Rationalised-2023-24  SOME NATURAL PHENOMENA 157 There is, however, one natural phenomenon which we are not yet able to predict accurately."
Copper plate,Material,Lightning conductor,Device,Used in,"Fig. 12.7 : Lightning conductor lightning conductor copper plate Rationalised-2023-24  SOME NATURAL PHENOMENA 157 There is, however, one natural phenomenon which we are not yet able to predict accurately."
Natural phenomenon,Concept,Lightning conductor,Device,Related to,"Fig. 12.7 : Lightning conductor lightning conductor copper plate Rationalised-2023-24  SOME NATURAL PHENOMENA 157 There is, however, one natural phenomenon which we are not yet able to predict accurately."
Natural phenomenon,Concept,Copper plate,Material,Related to,"Fig. 12.7 : Lightning conductor lightning conductor copper plate Rationalised-2023-24  SOME NATURAL PHENOMENA 157 There is, however, one natural phenomenon which we are not yet able to predict accurately."
Prediction,Concept,Natural phenomenon,Concept,Can be made about,"Fig. 12.7 : Lightning conductor lightning conductor copper plate Rationalised-2023-24  SOME NATURAL PHENOMENA 157 There is, however, one natural phenomenon which we are not yet able to predict accurately."
India,Country,Earthquake,Natural disaster,Occurred in,A major earthquake occurred in India on 8 October 2005 in Uri and Tangdhar towns of North Kashmir (Fig. 12.8).
08-Oct-05,Date,Earthquake,Natural disaster,Occurred on,A major earthquake occurred in India on 8 October 2005 in Uri and Tangdhar towns of North Kashmir (Fig. 12.8).
Uri,Town,Earthquake,Natural disaster,Occurred in,A major earthquake occurred in India on 8 October 2005 in Uri and Tangdhar towns of North Kashmir (Fig. 12.8).
Tangdhar,Town,Earthquake,Natural disaster,Occurred in,A major earthquake occurred in India on 8 October 2005 in Uri and Tangdhar towns of North Kashmir (Fig. 12.8).
North Kashmir,Region,Earthquake,Natural disaster,Occurred in,A major earthquake occurred in India on 8 October 2005 in Uri and Tangdhar towns of North Kashmir (Fig. 12.8).
Fig. 12.8,Figure,Earthquake,Natural disaster,Related to,A major earthquake occurred in India on 8 October 2005 in Uri and Tangdhar towns of North Kashmir (Fig. 12.8).
Major earthquake,Natural disaster,Bhuj district,Geographical location,Occurred in,Before that a major earthquake occurred on 26 January 2001 in Bhuj district of Gujarat.
Gujarat,Geographical location,Bhuj district,Geographical location,Located in,Before that a major earthquake occurred on 26 January 2001 in Bhuj district of Gujarat.
Earthquake,Natural disaster,Earth,Planet,Occurs on,An earthquake is a sudden shaking or trembling of the earth which lasts for a very short time.
Earthquakes,Natural disaster,Earth,Planet,Occur all over the,"Earthquakes occur all the time, all over the earth."
Buildings,Structure,Damage,Effect,Causes,"They can cause immense damage to buildings, bridges, dams and people."
Bridges,Structure,Damage,Effect,Causes,"They can cause immense damage to buildings, bridges, dams and people."
Dams,Structure,Damage,Effect,Causes,"They can cause immense damage to buildings, bridges, dams and people."
People,Human,Damage,Effect,Affected by,"They can cause immense damage to buildings, bridges, dams and people."
Earthquakes,Natural disaster,Floods,Natural disaster,Can cause,"Earthquakes can cause floods, landslides and tsunamis."
Earthquakes,Natural disaster,Landslides,Natural disaster,Can cause,"Earthquakes can cause floods, landslides and tsunamis."
Earthquakes,Natural disaster,Tsunamis,Natural disaster,Can cause,"Earthquakes can cause floods, landslides and tsunamis."
Floods,Natural disaster,Earthquakes,Natural disaster,Can be caused by,"Earthquakes can cause floods, landslides and tsunamis."
Landslides,Natural disaster,Earthquakes,Natural disaster,Can be caused by,"Earthquakes can cause floods, landslides and tsunamis."
Tsunamis,Natural disaster,Earthquakes,Natural disaster,Can be caused by,"Earthquakes can cause floods, landslides and tsunamis."
Indian Ocean,Body of water,Tsunami,Natural disaster,Occurred in,A major tsunami occurred in the Indian Ocean on 26 December 2004.
Coastal areas,Location,Ocean,Body of water,Around,All the coastal areas around the ocean suffered huge losses.
Coastal areas,Location,Losses,Event,Suffered,All the coastal areas around the ocean suffered huge losses.
Eastern coast,Geographical location,India,Country,Located in,Locate the eastern coast and Andaman and Nicobar Islands in India.
Andaman and Nicobar Islands,Geographical location,India,Country,Located in,Locate the eastern coast and Andaman and Nicobar Islands in India.
People,Human,Earthquakes,Natural disaster,Cause of,"In ancient times, people did not know the true cause of earthquakes."
Similar myths,Concept,Other parts of the world,Location,Prevalent in,Similar myths were prevalent in other parts of the world.
Earth,Planet,Outermost layer,Geological feature,Part of,The outermost layer of the earth is not in one piece.
Outermost layer,Geological feature,Earth,Planet,Part of,The outermost layer of the earth is not in one piece.
Earth,Planet,One piece,Geological feature,Not in,The outermost layer of the earth is not in one piece.
Plates,Geological feature,Motion,Physical property,Continual,These plates are in continual motion.
Arabian Plate,Tectonic Plate,Eurasian Plate,Tectonic Plate,Brush past one another,"When they brush past one another, Arabian Plate Eurasian Plate Indan Plate crust mantle outer core inner core Rationalised-2023-24  SOME NATURAL PHENOMENA 159 or a plate goes under another due to collision (Fig. 12.11), they cause disturbance in the earth’s crust."
Arabian Plate,Tectonic Plate,Indan Plate,Tectonic Plate,Collision,"When they brush past one another, Arabian Plate Eurasian Plate Indan Plate crust mantle outer core inner core Rationalised-2023-24  SOME NATURAL PHENOMENA 159 or a plate goes under another due to collision (Fig. 12.11), they cause disturbance in the earth’s crust."
Eurasian Plate,Tectonic Plate,Indan Plate,Tectonic Plate,Collision,"When they brush past one another, Arabian Plate Eurasian Plate Indan Plate crust mantle outer core inner core Rationalised-2023-24  SOME NATURAL PHENOMENA 159 or a plate goes under another due to collision (Fig. 12.11), they cause disturbance in the earth’s crust."
Arabian Plate,Tectonic Plate,Earth's crust,Geological structure,Cause disturbance,"When they brush past one another, Arabian Plate Eurasian Plate Indan Plate crust mantle outer core inner core Rationalised-2023-24  SOME NATURAL PHENOMENA 159 or a plate goes under another due to collision (Fig. 12.11), they cause disturbance in the earth’s crust."
Eurasian Plate,Tectonic Plate,Earth's crust,Geological structure,Cause disturbance,"When they brush past one another, Arabian Plate Eurasian Plate Indan Plate crust mantle outer core inner core Rationalised-2023-24  SOME NATURAL PHENOMENA 159 or a plate goes under another due to collision (Fig. 12.11), they cause disturbance in the earth’s crust."
Indan Plate,Tectonic Plate,Earth's crust,Geological structure,Cause disturbance,"When they brush past one another, Arabian Plate Eurasian Plate Indan Plate crust mantle outer core inner core Rationalised-2023-24  SOME NATURAL PHENOMENA 159 or a plate goes under another due to collision (Fig. 12.11), they cause disturbance in the earth’s crust."
Earth's crust,Geological structure,Mantle,Layer,Disturbance caused by plate movement,"When they brush past one another, Arabian Plate Eurasian Plate Indan Plate crust mantle outer core inner core Rationalised-2023-24  SOME NATURAL PHENOMENA 159 or a plate goes under another due to collision (Fig. 12.11), they cause disturbance in the earth’s crust."
Mantle,Layer,Outer core,Layer,Disturbance caused by plate movement,"When they brush past one another, Arabian Plate Eurasian Plate Indan Plate crust mantle outer core inner core Rationalised-2023-24  SOME NATURAL PHENOMENA 159 or a plate goes under another due to collision (Fig. 12.11), they cause disturbance in the earth’s crust."
Outer core,Layer,Inner core,Layer,Disturbance caused by plate movement,"When they brush past one another, Arabian Plate Eurasian Plate Indan Plate crust mantle outer core inner core Rationalised-2023-24  SOME NATURAL PHENOMENA 159 or a plate goes under another due to collision (Fig. 12.11), they cause disturbance in the earth’s crust."
Disturbance,Physical phenomenon,Earthquake,Natural disaster,Manifests as,It is this disturbance that shows up as an earthquake on the surface of the earth.
Surface of the earth,Location,Earthquake,Natural disaster,Occurs on,It is this disturbance that shows up as an earthquake on the surface of the earth.
Earthquakes,Natural disaster,Earth's plates,Geological feature,Caused by movement of,"However, most earthquakes are caused by the movement of earth’s plates."
Plates,Geological feature,Earthquakes,Natural disaster,Caused by movement of,"Since earthquakes are caused by the movement of plates, the boundaries of the plates are the weak zones where earthquakes are more likely to occur."
Boundaries of plates,Geological feature,Earthquakes,Natural disaster,Weak zones where more likely to occur,"Since earthquakes are caused by the movement of plates, the boundaries of the plates are the weak zones where earthquakes are more likely to occur."
Kashmir,Region,India,Country,Located in,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Western Himalayas,Region,India,Country,Located in,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Central Himalayas,Region,India,Country,Located in,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
North-East,Region,India,Country,Located in,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Rann of Kutch,Region,India,Country,Located in,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Rajasthan,Region,India,Country,Located in,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Indo-Gangetic Plane,Region,India,Country,Located in,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Threatened areas,Subject,Kashmir,Region,Most threatened,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Threatened areas,Subject,Western Himalayas,Region,Most threatened,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Threatened areas,Subject,Central Himalayas,Region,Most threatened,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Threatened areas,Subject,North-East,Region,Most threatened,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Threatened areas,Subject,Rann of Kutch,Region,Most threatened,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Threatened areas,Subject,Rajasthan,Region,Most threatened,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
Threatened areas,Subject,Indo-Gangetic Plane,Region,Most threatened,"In India, the areas most threatened are Kashmir, Western and Central Himalayas, the whole of North-East, Rann of Kutch, Rajasthan and the Indo–Gangetic Plane."
