Entity,Definition,Images
Increased food-grain production,Not found on Wikipedia,['Image not found']
Unpleasant smell,Not found on Wikipedia,['Image not found']
Freshwater ecosystems,Not found on Wikipedia,['Image not found']
Social institutes,Not found on Wikipedia,['Image not found']
Surgical operation,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
I t!lectric cell,Not found on Wikipedia,['Image not found']
Non-living constituents,Not found on Wikipedia,['Image not found']
Fixed,Fixed may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Immigration,Immigration is the international movement of people to a destination country of which they are not natives or where they do not possess citizenship in order to settle as permanent residents or naturalized citizens.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/India_passport_entry_stamp.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/India_passport_stamp.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Indo-Bangladeshi_Barrier.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Migrants_in_the_world_2015-en.svg']"
Propane,Propane () is a three-carbon alkane with the molecular formula C3H8.,"['https://upload.wikimedia.org/wikipedia/commons/0/09/150_gallon_Propane_Tank.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/GHS-pictogram-bottle.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/GHS-pictogram-flamme.svg']"
white paper,A white paper is a report or guide that informs readers concisely about a complex issue and presents the issuing body's philosophy on the matter.,['https://upload.wikimedia.org/wikipedia/commons/e/e2/Symbol_portal_class.svg']
Past,The past is the set of all events that occurred before a given point in time.,"['https://upload.wikimedia.org/wikipedia/commons/3/3c/Bouncing_ball_strobe_edit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/John_Roddam_Spencer_Stanhope_-_Thoughts_of_the_Past_-_Google_Art_Project.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/MontreGousset001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Evaluation report,Not found on Wikipedia,['Image not found']
Double layered covering,Not found on Wikipedia,['Image not found']
Hydrocarbon portion,Not found on Wikipedia,['Image not found']
Nickel,Nickel is a chemical element with symbol Ni and atomic number 28.,"['https://upload.wikimedia.org/wikipedia/commons/f/ff/Color_of_various_Ni%28II%29_complexes_in_aqueous_solution.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Cubic-face-centered.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Evolution_minerai_nickel.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg']"
Sweetness,Sweetness is a basic taste most commonly perceived when eating foods rich in sugars.,"['https://upload.wikimedia.org/wikipedia/commons/4/40/Boys_Pilfering_Molasses_by_George_Henry_Hall.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Gray1018.png', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Lugduname.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Force-arm,Not found on Wikipedia,['Image not found']
Areas,Not found on Wikipedia,['Image not found']
Not completely solid,Not found on Wikipedia,['Image not found']
Proteins,Not found on Wikipedia,['Image not found']
Prime Minister of India,The prime minister of India (IAST: Bhārat kē Pradhānamantrī) is the head of government of the Republic of India.,"['https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Air_Force_Ensign_of_India.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Air_India_One_Chennai.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Army%2C_Navy_%26_Air_Force_personnels%2C_the_three_wings_of_services%2C_carrying_the_mortal_remains_of_the_former_Prime_Minister%2C_Late_Shri_P_V_Narasimha_Rao_towards_service_aircraft_at_Palam_Airport%2C_New_Delhi_on_December_24.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Barack_and_Michelle_Obama_attend_a_dinner_hosted_by_Manmohan_Singh_and_Mrs._Gursharan_Kaur_at_the_Prime_Ministers_residence_in_New_Delhi%2C_Nov._7%2C_2010.jpg']"
It,It or IT may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Types of motion,Not found on Wikipedia,['Image not found']
Carbon rod,Not found on Wikipedia,['Image not found']
Pollution level,Not found on Wikipedia,['Image not found']
Iron nail,Not found on Wikipedia,['Image not found']
Bohr-Bury scheme,Not found on Wikipedia,['Image not found']
Digested food materials,Not found on Wikipedia,['Image not found']
Jersey,"Jersey (; Jèrriais: Jèrri [ʒɛri]), also known as the Bailiwick of Jersey, is an island country and self-governing British Crown Dependency near the coast of north-west France.","['https://upload.wikimedia.org/wikipedia/commons/c/c4/Aerial_view_of_fields_in_St_Clement%2C_Jersey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Anglophone_World.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Assize_d%27Heritage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Coat_of_Arms_of_Jersey.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Commemorative_stamps_for_Mesny%27s_150th_anniversary_1992.jpg']"
Corona viruses,Not found on Wikipedia,['Image not found']
Unit of time,"A unit of time is any particular time interval, used as a standard way of measuring or expressing duration.","['https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Logarithmic_time_scale_-_milliseconds_to_years.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Marine_sandglass_MMM.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Percentage of height reached,Not found on Wikipedia,['Image not found']
Uniform source,Not found on Wikipedia,['Image not found']
Shown closer together,Not found on Wikipedia,['Image not found']
Source of E,Not found on Wikipedia,['Image not found']
Living organisms,Not found on Wikipedia,['Image not found']
Depletion,Depletion may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Kings,Kings or King's may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Uttar Pradesh,"Uttar Pradesh (; Hindustani: [ˈʊtːəɾ pɾəˈdeːʃ] (listen), lit.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/..Uttar_Pradesh_Flag%28INDIA%29.png', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Allahabad_high_court.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Anandabodhi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Ashoka_%28Polyalthia_longifolia%29_flowers_W_IMG_7050.jpg']"
Direction of velocity,Not found on Wikipedia,['Image not found']
Names of elements,Not found on Wikipedia,['Image not found']
Global summits,Not found on Wikipedia,['Image not found']
Divided pieces,Not found on Wikipedia,['Image not found']
Carbonic acid,"In chemistry, carbonic acid  is an organic compound with the chemical formula H2CO3.","['https://upload.wikimedia.org/wikipedia/commons/9/93/Carbonate_system_of_seawater.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Carbonic-acid-2D.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Carbonic-acid-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Continuous phase,Not found on Wikipedia,['Image not found']
Buds,Not found on Wikipedia,['Image not found']
as,"As, AS, A. S., A/S or similar may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Number and quality of chicks,Not found on Wikipedia,['Image not found']
Internal functioning,Not found on Wikipedia,['Image not found']
Teenage,Not found on Wikipedia,['Image not found']
Professor Bohr,Not found on Wikipedia,['Image not found']
Fire extinguishers,Not found on Wikipedia,['Image not found']
Plantation,"A plantation is an agricultural estate, generally centered on a plantation house, meant for farming that specializes in cash crops, usually mainly planted with a single crop, with perhaps ancillary areas for vegetables for eating and so on.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/CottonpickHoustonWhere17.png', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Cuba_canna_da_zucchero.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Harvesting_tea_in_Bogor%2C_West_Java.jpg']"
Pure salt,Not found on Wikipedia,['Image not found']
Sodium oxide,Sodium oxide is a chemical compound with the formula Na2O.  It is used in ceramics and glasses.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/GHS-pictogram-acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Sodium-oxide-3D-polyhedra.png']"
Current I,Not found on Wikipedia,['Image not found']
Negative acceleration,Not found on Wikipedia,['Image not found']
1 gram/cc,Not found on Wikipedia,['Image not found']
Body temperature,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Gold,Gold is a chemical element with the symbol Au (from Latin  aurum 'gold') and atomic number 79.,"['https://upload.wikimedia.org/wikipedia/commons/e/e7/Ag-Au-Cu-colours-english.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Ambox_current_red.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Anillo_de_Sheshonq_%2846627183381%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Au_atomic_wire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Beowulf_-_gold.jpg']"
Chambers,Chambers may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Table 4.4,Not found on Wikipedia,['Image not found']
Thyroid gland,Not found on Wikipedia,['Image not found']
Bells,Bells may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Endodermis,The endodermis is the innermost layer of cortex in land plants.,['https://upload.wikimedia.org/wikipedia/commons/9/9e/Ranunculus_Root_Cross_Section.png']
Baby foods,Not found on Wikipedia,['Image not found']
Confidence,"Confidence is a state of being clear-headed: either that a hypothesis or prediction is correct, or that a chosen course of action is the best or most effective.","['https://upload.wikimedia.org/wikipedia/commons/5/52/Acap.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Bashful_Sturgeon_Bay.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Confident_Boxer_%28Unsplash%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Plutchik-wheel.svg']"
Rubber sucker,Not found on Wikipedia,['Image not found']
Major one,Not found on Wikipedia,['Image not found']
40 km/h,Not found on Wikipedia,['Image not found']
Compartments,Not found on Wikipedia,['Image not found']
Beside the road,Not found on Wikipedia,['Image not found']
Defect,Defect or defects may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Duster,Duster or dusters may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Food preservation,Food preservation includes processes that make food more resistant to microorganism growth and slow the oxidation of fats.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Food_lab_scientist_packages_food_for_spaceflight_at_Space_Food_Lab.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Goblet_Glass_%28Banquet%29.svg']"
Unisexual flower,Not found on Wikipedia,['Image not found']
Plate boundaries,Not found on Wikipedia,['Image not found']
Birds,Not found on Wikipedia,['Image not found']
Beta rays,Not found on Wikipedia,['Image not found']
Fig-2.10,Not found on Wikipedia,['Image not found']
Iron strip,Not found on Wikipedia,['Image not found']
Circular,Circular may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Steel rod,Not found on Wikipedia,['Image not found']
William Harvey,William Harvey (1 April 1578 – 3 June 1657) was an English physician who made influential contributions in anatomy and physiology.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Pending-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Royal_College_of_Physicians_-_bust_of_William_Harvey.jpg']"
Pasteurised milk,Not found on Wikipedia,['Image not found']
Many people,Not found on Wikipedia,['Image not found']
Subject of discussion,Not found on Wikipedia,['Image not found']
Dry out,Not found on Wikipedia,['Image not found']
Neutral substances,Not found on Wikipedia,['Image not found']
Hot object,Not found on Wikipedia,['Image not found']
Between F2 and 2F2,Not found on Wikipedia,['Image not found']
Shoot tip,Not found on Wikipedia,['Image not found']
Slanting,Not found on Wikipedia,['Image not found']
Desert soil,Not found on Wikipedia,['Image not found']
Forest officers,Not found on Wikipedia,['Image not found']
One billionth of a second,Not found on Wikipedia,['Image not found']
Mango tree,Not found on Wikipedia,['Image not found']
Skin,"Skin is the layer of usually soft, flexible outer tissue covering the body of a vertebrate animal, with three main functions: protection, regulation, and sensation.Other animal coverings, such as the arthropod exoskeleton, have different developmental origin, structure and chemical composition.","['https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/FrogSkin.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Gray940.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Gray942.png']"
Metals,Not found on Wikipedia,['Image not found']
Flakes rice,Not found on Wikipedia,['Image not found']
Hot ovens,Not found on Wikipedia,['Image not found']
Equivalent resistor,Not found on Wikipedia,['Image not found']
Sucker,Sucker may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Special process,Not found on Wikipedia,['Image not found']
Grain,"A grain is a small, hard, dry fruit (caryopsis) – with or without an attached hull layer – harvested for human or animal consumption.","['https://upload.wikimedia.org/wikipedia/commons/1/12/Canola.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Dhaniyangal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Dinr%C3%AAyes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Fagopyrum_%D0%B3%D1%80%D0%B5%D1%87%D0%BA%D0%B0.jpg']"
Addiction,Addiction is generally a neuropsychological disorder defining pervasive and intense urge to engage in maladaptive behaviors providing immediate sensory rewards (e.g.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/An_alcoholic_man_with_delirium_Wellcome_L0060780_%28level_correction%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Brain_metabolism_and_drug_addiction.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Interactive_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg']"
Midrib,Not found on Wikipedia,['Image not found']
Adrenals,Not found on Wikipedia,['Image not found']
Cotton wool,Cotton wool consists of silky fibers taken from cotton plants in their raw state.,"['https://upload.wikimedia.org/wikipedia/commons/c/c9/Denim.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Esculaap4.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Hjul-_eller_k%C3%A4rr%C3%A5rder%2C_Nordisk_familjebok.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Vatta2.jpg']"
Football field,Football field or football pitch may refer to the playing areas of several codes of football:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Respiratory pigments,Not found on Wikipedia,['Image not found']
Rapid cell division,Not found on Wikipedia,['Image not found']
Magnesium hydroxide,Magnesium hydroxide is the inorganic compound with the chemical formula Mg(OH)2.,"['https://upload.wikimedia.org/wikipedia/commons/0/02/Brucite-169935.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Hydroxid_ho%C5%99e%C4%8Dnat%C3%BD.PNG', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Mg%28OH%292Xray.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg']"
Feed,Feed or The Feed may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Tripura,"Tripura (, Bengali:[ˈtri̯puraˈ] ) is a state in Northeast India.","['https://upload.wikimedia.org/wikipedia/commons/2/21/1487239146-tripura-assembly-fb.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/AGARTALA_MAIN_STATION.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Agartala_Palace%2C_Tripura.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Bangladeshi.refugee.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Christianity_Symbol.svg']"
4. Gram,Not found on Wikipedia,['Image not found']
Algal toxins,Not found on Wikipedia,['Image not found']
Curry,"A curry is a dish with a sauce seasoned with spices, mainly associated with South Asian cuisine.","['https://upload.wikimedia.org/wikipedia/commons/7/70/Angamaly_mango_curry_with_mango.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Balti_gosht.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Buttermilk_curry_in_a_vessel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Chicken_Curry_1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Chicken_Tikka_Masala-01.jpg']"
Empty box,Not found on Wikipedia,['Image not found']
100 years,Not found on Wikipedia,['Image not found']
Human life expectancy,Not found on Wikipedia,['Image not found']
Assistant Production,Not found on Wikipedia,['Image not found']
Came from,Not found on Wikipedia,['Image not found']
Sludge,"Sludge is a semi-solid slurry that can be produced from a range of industrial processes, from water treatment, wastewater treatment or on-site sanitation systems.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Faecal_sludge_after_some_drying_%28stock_piling%29_-_this_is_the_feed_material_to_the_process_%288152055703%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/International_tidyman.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Law of conservation of mass,Not found on Wikipedia,['Image not found']
Surface of water,Not found on Wikipedia,['Image not found']
Suspensions,Not found on Wikipedia,['Image not found']
Cork,Cork or CORK may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Monsoons,Not found on Wikipedia,['Image not found']
Inorganic impurities,Not found on Wikipedia,['Image not found']
Displacement,Displacement may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
All classes,Not found on Wikipedia,['Image not found']
Static electricity,Static electricity is an imbalance of electric charges within or on the surface of a material or between materials.,"['https://upload.wikimedia.org/wikipedia/commons/e/e7/Airbus_A321-231_-_British_Airways_-_G-EUXH_-_EHAM_%285%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/AntiStatic-Wrist-Guard.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Antistatic_bag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Cat_demonstrating_static_cling_with_styrofoam_peanuts.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Stale food items,Not found on Wikipedia,['Image not found']
Marine ecosystems,Not found on Wikipedia,['Image not found']
Ocean,The ocean (also known as the sea or the world ocean) is a body of salt water that covers approximately 70.8% of the Earth and contains 97% of Earth's water.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Antarctic_bottom_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Bay_of_Fundy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Beach_plastic_waste_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Beach_plastic_waste_9.jpg']"
1995-2006,Not found on Wikipedia,['Image not found']
Earthquake,"An earthquake (also known as a quake, tremor or temblor) is the shaking of the surface of the Earth resulting from a sudden release of energy in the Earth's lithosphere that creates seismic waves.","['https://upload.wikimedia.org/wikipedia/commons/c/ce/1755_Lisbon_earthquake.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/2004-tsunami.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/2016_Central_Italy_earthquake_wide.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Comerio%2C_Luca_%281878-1940%29_-_Vittime_del_terremoto_di_Messina_%28dicembre_1908%29.jpg']"
Technological devices,Not found on Wikipedia,['Image not found']
30 million metric ton,Not found on Wikipedia,['Image not found']
Metallic base,Not found on Wikipedia,['Image not found']
Record,"A record, recording or records may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Deep ocean trenches,Not found on Wikipedia,['Image not found']
Fast,Fast or FAST may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
XY chromosomes,Not found on Wikipedia,['Image not found']
Entrepreneur,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Threats,Not found on Wikipedia,['Image not found']
Marine fish stocks,Not found on Wikipedia,['Image not found']
Main fiber,Not found on Wikipedia,['Image not found']
Figure 12.03,Not found on Wikipedia,['Image not found']
Pulses,Not found on Wikipedia,['Image not found']
Pathogens,Not found on Wikipedia,['Image not found']
Magnetism,"Magnetism is the class of physical attributes that are mediated by a magnetic field, which refers to the capacity to induce attractive and repulsive phenomena in other entities.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/A_man_is_violently_rubbed_with_magnets._Coloured_lithograph_Wellcome_V0011767.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Antiferromagnetic_ordering.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Blacksmith_at_the_anvil._Wellcome_L0005875.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Electromagnet.gif']"
Mountain slopes,Not found on Wikipedia,['Image not found']
Packet of mushrooms,Not found on Wikipedia,['Image not found']
Propyne,"Propyne (methylacetylene) is an alkyne with the chemical formula CH3C≡CH.  It is a component of MAPD gas—along with its isomer propadiene (allene), which was commonly used in gas welding.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Ethanol-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Nitrous-oxide-3D-balls.png']"
Volleyball,Volleyball is a team sport in which two teams of six players are separated by a net.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Algeria_and_Japan_women%27s_national_volleyball_team_at_the_2012_Summer_Olympics_%287913959028%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Beach_volley_at_Hietsu_2013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Bilateral_Espa%C3%B1a-Portugal_de_voleibol_-_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Both beakers,Not found on Wikipedia,['Image not found']
Microsecond,"A microsecond is a unit of time in the International System of Units (SI) equal to one millionth (0.000001 or 10−6 or 1⁄1,000,000) of a second.","['https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Sun_earth_moon.png']"
Corrode,Not found on Wikipedia,['Image not found']
Table salt,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/3/31/Redirect_arrow_without_text.svg']
Strong acids,This article should always redirect identically to wherever Strong acid redirects.,['Image not found']
Industrialization,Not found on Wikipedia,['Image not found']
