entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Girl,Gender,Female baby,Age group,After six years of age,"Normally a male baby after six year, of age is called a boy and a female baby is called a girl."
Girl,Gender,Ten years,Time period,After,Af\er ten years a girl is called a teenage girl and a boy is called a teenage boy.
Boy,Gender,Ten years,Time period,After,Af\er ten years a girl is called a teenage girl and a boy is called a teenage boy.
Girl,Gender,Teenage girl,Age group,Called,Af\er ten years a girl is called a teenage girl and a boy is called a teenage boy.
Boy,Gender,Teenage boy,Age group,Called,Af\er ten years a girl is called a teenage girl and a boy is called a teenage boy.
From,Time period,Boy,Gender,Changing starts from,From this period the course of changing starts from boy to man and from girl to woman.
From,Time period,Girl,Gender,Changing starts from,From this period the course of changing starts from boy to man and from girl to woman.
Boy,Gender,Man,Gender,Changing to,From this period the course of changing starts from boy to man and from girl to woman.
Girl,Gender,Woman,Gender,Changing to,From this period the course of changing starts from boy to man and from girl to woman.
Boys,Gender,Taller,Physical attribute,Become,Suddenly the boys and girls become taller and their weight also increases mpidl.y {Fig: 4.01).
Girls,Gender,Taller,Physical attribute,Become,Suddenly the boys and girls become taller and their weight also increases mpidl.y {Fig: 4.01).
Boys,Gender,Weight,Physical attribute,Increases,Suddenly the boys and girls become taller and their weight also increases mpidl.y {Fig: 4.01).
Girls,Gender,Weight,Physical attribute,Increases,Suddenly the boys and girls become taller and their weight also increases mpidl.y {Fig: 4.01).
Growing,Physical change,Taller,Physical attribute,Results in,Physical Changes (a) Growing taller and gaining weight rapidly.
Growing,Physical change,Gaining weight rapidly,Physical attribute,Results in,Physical Changes (a) Growing taller and gaining weight rapidly.
Taller,Physical attribute,Gaining weight rapidly,Physical attribute,Not related,Physical Changes (a) Growing taller and gaining weight rapidly.
Boys,Gender,Beard,Moustache,Grow,"(b) Boys ( at the age of 16/ 1 7) grow beard and moustache, and breasts of girls get enlarged."
Boys,Gender,Age,Numeric value,At,"(b) Boys ( at the age of 16/ 1 7) grow beard and moustache, and breasts of girls get enlarged."
Girls,Gender,Breasts,Body part,Get enlarged,"(b) Boys ( at the age of 16/ 1 7) grow beard and moustache, and breasts of girls get enlarged."
Changes,Physical state,Voice,Voice type,Related to,"The changes are change in voice, rapid physical growth, enlargement of different parts of~ body."
Rapid physical growth,Physical state,Body,Body part,Enlargement of,"The changes are change in voice, rapid physical growth, enlargement of different parts of~ body."
Enlargement of different parts of body,Physical state,Body,Body part,Related to,"The changes are change in voice, rapid physical growth, enlargement of different parts of~ body."
Girls,Gender,Menstruation,Biological process,Starts for,The menstruation of girls starts for this hormone and it sta:rts from the age of 10-17 years.
Hormone,Biochemical molecule,Menstruation,Biological process,Triggers,The menstruation of girls starts for this hormone and it sta:rts from the age of 10-17 years.
Age,Numerical value,Girls,Gender,Ranges from,The menstruation of girls starts for this hormone and it sta:rts from the age of 10-17 years.
Age,Numerical value,Menstruation,Biological process,Starts at,The menstruation of girls starts for this hormone and it sta:rts from the age of 10-17 years.
Menstruation cycle,Biological process,28 days,Time period,Occurs after,Menstruation cycle t3kea place after 28 days or once a month and it lasts 3- 7 days.
Menstruation cycle,Biological process,Once a month,Time period,Occurs after,Menstruation cycle t3kea place after 28 days or once a month and it lasts 3- 7 days.
Menstruation cycle,Biological process,3-7 days,Time period,Lasts for,Menstruation cycle t3kea place after 28 days or once a month and it lasts 3- 7 days.
Testosterone hormone,Hormone,Boy,Person,Responsible for changes in body during adolescence period.,Testosterone hormone is responsible for the different changes in the body of a boy in adolescence period.
Boys,Gender,Ejaculation,Biological process,Experience,For the boys ejaculation or involuntary loss of semen begins.
Boys,Gender,Involuntary loss of semen,Biological process,Experience,For the boys ejaculation or involuntary loss of semen begins.
Ejaculation,Biological process,Involuntary loss of semen,Biological process,Related to,For the boys ejaculation or involuntary loss of semen begins.
Sperms,Cell type,Human males,Organism,Generated in,Sperms begin to generate from the age of 13 to lS.
Boys,Gender,Girls,Gender,Both,Both boys and girls have mental changes along with the physical changes.
Boys,Gender,Mental changes,Physical change,Occur in,Both boys and girls have mental changes along with the physical changes.
Girls,Gender,Mental changes,Physical change,Occur in,Both boys and girls have mental changes along with the physical changes.
Estrogen,Hormone,Girl's body,Organism,Works in,Both estrogen and progesterone hormone work in the girl's body.
Progesterone,Hormone,Girl's body,Organism,Works in,Both estrogen and progesterone hormone work in the girl's body.
Estrogen hormone,Hormone,Boy's body,Organism,Produced in,Estrogen hormone is produced in a boy's body .
Puberty,Biological process,Mental changes,Psychological process,Occur in,"In puberty, other than physical changes, some mental changes take place."
Puberty,Biological process,Physical changes,Physical process,Occur in,"In puberty, other than physical changes, some mental changes take place."
Adolescence,Period,Everyone,Person,Becomes,"In the adolescence period, everyone becomes emotional."
9 to 13,Age range,Menstruation,Biological process,Starts,"Generally at th& of 9 to 13, menstruation starts."
Girls,Gender,Menstruation,Physical condition,Common,"For girls, mlll!StrWdion is a common physical condition.."
Days,Time period,Menstruation,Biological process,Lasts for,Menstruation may rontinue for 3 to S days.
Girls,Gender,Adolescence,Life stage,During,"4.415 : &ting nutritious food is needed during adolescence of girls  96 Science As blood is lost during menstruation, girls should take lots offish, meat, vegetables and fruit recover the loss."
Girls,Gender,Menstruation,Biological process,Blood loss during,"4.415 : &ting nutritious food is needed during adolescence of girls  96 Science As blood is lost during menstruation, girls should take lots offish, meat, vegetables and fruit recover the loss."
Nutritious food,Food type,Adolescence,Life stage,Needed during,"4.415 : &ting nutritious food is needed during adolescence of girls  96 Science As blood is lost during menstruation, girls should take lots offish, meat, vegetables and fruit recover the loss."
Fish,Food type,Menstruation,Biological process,Recovery from blood loss,"4.415 : &ting nutritious food is needed during adolescence of girls  96 Science As blood is lost during menstruation, girls should take lots offish, meat, vegetables and fruit recover the loss."
Meat,Food type,Menstruation,Biological process,Recovery from blood loss,"4.415 : &ting nutritious food is needed during adolescence of girls  96 Science As blood is lost during menstruation, girls should take lots offish, meat, vegetables and fruit recover the loss."
Vegetables,Food type,Menstruation,Biological process,Recovery from blood loss,"4.415 : &ting nutritious food is needed during adolescence of girls  96 Science As blood is lost during menstruation, girls should take lots offish, meat, vegetables and fruit recover the loss."
Fruit,Food type,Menstruation,Biological process,Recovery from blood loss,"4.415 : &ting nutritious food is needed during adolescence of girls  96 Science As blood is lost during menstruation, girls should take lots offish, meat, vegetables and fruit recover the loss."
Abdominal pain,Symptom,Menstruation,Biological process,Occurs during,Abdominal pain my occur during menstruation.
Headache,Symptom,Lumbago,Symptom,May happen,Headache and lumbago may also happen.
Pain,Symptom,Doctor,Profession,Consulted by,"If the pain is severe, a doctor may be consulted."
Absorbent pads,Product,Blood,Biological substance,Absorbs,"Nowadays, absorbent pads are available to absorb blood during menstruation."
Cloth,Object,Soap,Object,Washed with,"If the cloth is needed to be reused, then it should be washed with soap and hot water and dried in the sun."
Cloth,Object,Hot water,Object,Washed with,"If the cloth is needed to be reused, then it should be washed with soap and hot water and dried in the sun."
Cloth,Object,Sun,Celestial body,Dried in,"If the cloth is needed to be reused, then it should be washed with soap and hot water and dried in the sun."
Cloth,Object,Dark place,Location,Kept in,"This cloth should not be kept in a dark and damp place, then the cloth may be attacked with germs."
Cloth,Object,Damp place,Location,Kept in,"This cloth should not be kept in a dark and damp place, then the cloth may be attacked with germs."
Cloth,Object,Germs,Microorganism,Attacked by,"This cloth should not be kept in a dark and damp place, then the cloth may be attacked with germs."
Proper Mental Health,Health condition,Adolescence,Life stage,During,4.1.4 Keeping Proper Mental Health During adolescence many a girl wants to remain alone.
Girl,Gender,Adolescence,Life stage,Many wants to remain alone,4.1.4 Keeping Proper Mental Health During adolescence many a girl wants to remain alone.
Emotional changes,Physical state,Mental change,Mental state,with,Emotional changes also happen with mental or physical change.
Girls,Gender,Psychological support,Service,Provided with,"At this stage, both girls and boys should be provided with psychological support and encouragement."
Boys,Gender,Psychological support,Service,Provided with,"At this stage, both girls and boys should be provided with psychological support and encouragement."
Psychological support,Service,Girls,Gender,Provided to,"At this stage, both girls and boys should be provided with psychological support and encouragement."
Psychological support,Service,Boys,Gender,Provided to,"At this stage, both girls and boys should be provided with psychological support and encouragement."
Encouragement,Action,Girls,Gender,Provided with,"At this stage, both girls and boys should be provided with psychological support and encouragement."
Encouragement,Action,Boys,Gender,Provided with,"At this stage, both girls and boys should be provided with psychological support and encouragement."
Mental cheerfulness,Emotion,Reading story books,Activity,Maintained by,Mental cheerfulness can be maintained by reading story books or by playing with the friends.
Mental cheerfulness,Emotion,Playing with friends,Activity,Maintained by,Mental cheerfulness can be maintained by reading story books or by playing with the friends.
Parents,Person,Sons,Person,Related by,But some parents marry off their sons and daughters before this age and do not care about the law.
Parents,Person,Daughters,Person,Related by,But some parents marry off their sons and daughters before this age and do not care about the law.
Sons,Person,Daughters,Person,Related by,But some parents marry off their sons and daughters before this age and do not care about the law.
Parents,Person,Age,Concept,Care about,But some parents marry off their sons and daughters before this age and do not care about the law.
Law,Concept,Age,Concept,Stipulated by,But some parents marry off their sons and daughters before this age and do not care about the law.
Girls,Gender,Child,Age group,Develops in,"For girls, it is a special physical process and it happens when a child develops in the womb."
Child,Age group,Womb,Organ,Located in,"For girls, it is a special physical process and it happens when a child develops in the womb."
Physical process,Biological process,Girls,Gender,Special for,"For girls, it is a special physical process and it happens when a child develops in the womb."
Child,Age group,Physical process,Biological process,Undergoes,"For girls, it is a special physical process and it happens when a child develops in the womb."
Symptoms,Medical condition,Nausea,Medical condition,Exhibit,"These symptoms are- • NllUSea and vomiting (Fig : 4.06) • Giddiness and.headache • Frcqucnturinalion Fig. 4.06: Vomiting may take place dming pregnancy Forma-13, Scilmco."
Symptoms,Medical condition,Vomiting,Medical condition,Exhibit,"These symptoms are- • NllUSea and vomiting (Fig : 4.06) • Giddiness and.headache • Frcqucnturinalion Fig. 4.06: Vomiting may take place dming pregnancy Forma-13, Scilmco."
Symptoms,Medical condition,Giddiness,Medical condition,Exhibit,"These symptoms are- • NllUSea and vomiting (Fig : 4.06) • Giddiness and.headache • Frcqucnturinalion Fig. 4.06: Vomiting may take place dming pregnancy Forma-13, Scilmco."
Symptoms,Medical condition,Headache,Medical condition,Exhibit,"These symptoms are- • NllUSea and vomiting (Fig : 4.06) • Giddiness and.headache • Frcqucnturinalion Fig. 4.06: Vomiting may take place dming pregnancy Forma-13, Scilmco."
Symptoms,Medical condition,Frequent urination,Medical condition,Exhibit,"These symptoms are- • NllUSea and vomiting (Fig : 4.06) • Giddiness and.headache • Frcqucnturinalion Fig. 4.06: Vomiting may take place dming pregnancy Forma-13, Scilmco."
Vomiting,Medical condition,Pregnancy,Medical condition,Occurs during,"These symptoms are- • NllUSea and vomiting (Fig : 4.06) • Giddiness and.headache • Frcqucnturinalion Fig. 4.06: Vomiting may take place dming pregnancy Forma-13, Scilmco."
Physical problems,Health condition,Doctor,Profession,Consultation with,Physical problems can be removed by consultation with a doctor and a healthy baby is born.
Healthy baby,Health condition,Not applicable,Not applicable,Born,Physical problems can be removed by consultation with a doctor and a healthy baby is born.
Girl,Person,Pregnancy,Medical condition,Incompatible with,A girl does not have the mental maturity and physical development for pregnancy.
Chloroplasts,Organelle,Plant cells,Cell type,Located in,So.
Chloroplasts,Organelle,Thylakoids,Membrane,Contains,So.
Chloroplasts,Organelle,Photosynthesis,Biological process,Occurs in,So.
Thylakoids,Membrane,Chloroplasts,Organelle,Contained by,So.
Thylakoids,Membrane,Light-dependent reactions,Biological process,Occur in,So.
Photosynthesis,Biological process,Thylakoids,Membrane,Occurs in,So.
Light-dependent reactions,Biological process,Thylakoids,Membrane,Contained by,So.
Pregnancy,Biological process,Early age,Age group,Associated with,Pregnancy at early age causes not only physical and ment.al problCDl.i of the mother but also the life of the baby may be at risk:.
Pregnancy,Biological process,Mother,Person,Associated with,Pregnancy at early age causes not only physical and ment.al problCDl.i of the mother but also the life of the baby may be at risk:.
Physical problems,Health condition,Mother,Person,Caused by,Pregnancy at early age causes not only physical and ment.al problCDl.i of the mother but also the life of the baby may be at risk:.
Mental problems,Health condition,Mother,Person,Caused by,Pregnancy at early age causes not only physical and ment.al problCDl.i of the mother but also the life of the baby may be at risk:.
Life,Concept,Baby,Person,Associated with,Pregnancy at early age causes not only physical and ment.al problCDl.i of the mother but also the life of the baby may be at risk:.
Risk,Concept,Baby,Person,At,Pregnancy at early age causes not only physical and ment.al problCDl.i of the mother but also the life of the baby may be at risk:.
Risk,Concept,Life,Concept,Of the baby may be at,Pregnancy at early age causes not only physical and ment.al problCDl.i of the mother but also the life of the baby may be at risk:.
Chloroplasts,Organelle,Plant cells,Cell type,Located in,Jilg.
Thylakoids,Membrane,Chloroplasts,Organelle,within,Jilg.
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,Jilg.
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,Jilg.
Foetus,Organism,Pregnancy,Biological process,Occurs in,"In early pregnancy, the foetus do~ not have sufficient room to grow up in the mother's womb."
Mother's womb,Organ,Foetus,Organism,Located in,"In early pregnancy, the foetus do~ not have sufficient room to grow up in the mother's womb."
Baby,Person,Immunity,Medical condition,Low,This baby has low immunity.
She,Person,Normal movement,Activity,Faces problems in,She also faces problems in normal movement (Fig : 4.08).
Physical sickness,Medical condition,Family,Social group,Leads to unhappiness,Frequent physical sickness leads to unhappiness in the family.
Pregnant woman,Person,Doctor,Person,"Needs to call in frequently, Complex physical problem","Besides this, a pregnant woman needs to call in a doctor frequently in case of any complex physical problem."
Embryo,Stage of development,Uterus,Organ,Located in,"In the developing stage of embryo, if the embryo comes out spontaneously from the uterus."
Embryo,Stage of development,Spontaneous exit,Event,Occurs,"In the developing stage of embryo, if the embryo comes out spontaneously from the uterus."
Willful miscarriage,Medical term,Abortion,Medical term,Synonym,Willful miscarriage is called abortion.
ovum,Cell type,Sperm,Cell type,Fertilized outside the body,"I..,._ __ __,; Fig: 4..11  Starting a New Life 101 4.1.6 Test Tube Baby If the ovum and sperm are fertilized outside the body, then this early embryo is placed in the uterus of a woman; thus giving birth to a baby is called test tube baby."
Early embryo,Embryo stage,Uterus,Organ,Placed in,"I..,._ __ __,; Fig: 4..11  Starting a New Life 101 4.1.6 Test Tube Baby If the ovum and sperm are fertilized outside the body, then this early embryo is placed in the uterus of a woman; thus giving birth to a baby is called test tube baby."
Baby,Human,Test tube baby,Medical procedure,Giving birth to,"I..,._ __ __,; Fig: 4..11  Starting a New Life 101 4.1.6 Test Tube Baby If the ovum and sperm are fertilized outside the body, then this early embryo is placed in the uterus of a woman; thus giving birth to a baby is called test tube baby."
Fertilization,Biological process,Body,Organism,Outside,Fertilization outside the body is called in-vitro fertilization.
In-vitro fertilization,Medical procedure,Fertilization,Biological process,Performed outside the body,Fertilization outside the body is called in-vitro fertilization.
Petrucci,Person,Test tube baby,Medical procedure,Made the first ever,"Petrucci, in 1959, made the first ever test tube baby."
Baby,Human,Alive,State,Described as,The baby was alive only for 29 days.
Baby,Human,29 days,Time period,Lived for,The baby was alive only for 29 days.
Robert Edward,Person,Test tube baby,Medical procedure,Created,Robert Edward made the test tube baby called Louise Joy Brown.
Louise Joy Brown,Person,Test tube baby,Medical procedure,Created,Robert Edward made the test tube baby called Louise Joy Brown.
Test tube baby,Medical term,Born,Event,after,A test tube baby is born after in-vitro fertilization.
-1,Process,Sexually capable couple,Entity,Involves,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
Ovum,Cell type,Sexually capable couple,Entity,Collected from,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
Sperm,Cell type,Sexually capable couple,Entity,Collected from,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
-2,Process,Ovum,Cell type,Involves,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
Fertilization,Biological process,Ovum,Cell type,Results in,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
Early embryo,Cell type,Ovum,Cell type,Produced from,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
Culture medium,Substance,Early embryo,Cell type,Used for production,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
-3,Process,Early embryo,Cell type,Involves,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
Uterus of a woman,Organ,Early embryo,Cell type,Placed in,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
-4,Process,Uterus of a woman,Organ,Involves,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
Pregnant woman,Entity,Uterus of a woman,Organ,Inhabits,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
Child birth,Biological process,Pregnant woman,Entity,Results in,"(1) It includes collection of ovum and sperm from a sexually capable couple, (2) fertilizing them in a culture medium to produce early embryo, (3) placing the embryo in the uterus of a woman, (4) taking care of the pregnant woman and finally child birth."
Human cell,Cell type,Chromosomes,Cell component,Contains,There are 23 pairs of chromosomes in a human cell.
Pair of chromosome,Genetic component,Sex determiner,Genetic component,Specific type of,"Among these 23 pairs, a specific pair of chromosome is called sex determiner or sex chromosome."
Sex chromosome,Genetic component,Pair of chromosome,Genetic component,Specific type of,"Among these 23 pairs, a specific pair of chromosome is called sex determiner or sex chromosome."
Men,Gender,Chromosomes,Genetic material,Have,"In the case of men, these two chromosomes are different."
Chromosomes,Genetic material,Men,Gender,Belong to,"In the case of men, these two chromosomes are different."
Chromosomes,Genetic material,Different chromosomes,Genetic material,Are,"In the case of men, these two chromosomes are different."
X chromosome,Chromosome,Y chromosome,Chromosome,Compared by length,"Look at the picture, the X chromosome is long and the Y chromosome is short."
Women,Gender,Sex chromosomes,Genetic material,Have,"In the case of women, both of the sex chromosomes are X."
Sex chromosomes,Genetic material,X,Chromosome type,Both are,"In the case of women, both of the sex chromosomes are X."
Autosomes,Chromosome type,Sex chromosomes,Chromosome type,Excludes,All other chromosomes except sex chromosomes are called autosomes.
Ovum,Cell type,Chromosome pair,Genetic material,Created by taking one from each,Ovum is created by taking one chromosome from each pair.
Ovum,Cell type,Autosomes,Chromosome type,Contains,"So, the ovum has 22 autosomes and an X chromosome."
Ovum,Cell type,X chromosome,Chromosome type,Contains,"So, the ovum has 22 autosomes and an X chromosome."
Male sex chromosome,Chromosome,X chromosomes,Chromosome,Part of,"As male sex chromosome has both X and Y chromosomes, two types of sperm cells can be created by taking one chromosome from each pair."
Male sex chromosome,Chromosome,Y chromosomes,Chromosome,Part of,"As male sex chromosome has both X and Y chromosomes, two types of sperm cells can be created by taking one chromosome from each pair."
Sperm cells,Cell type,Male sex chromosome,Chromosome,Created from,"As male sex chromosome has both X and Y chromosomes, two types of sperm cells can be created by taking one chromosome from each pair."
X chromosomes,Chromosome,Sperm cells,Cell type,Part of,"As male sex chromosome has both X and Y chromosomes, two types of sperm cells can be created by taking one chromosome from each pair."
Y chromosomes,Chromosome,Sperm cells,Cell type,Part of,"As male sex chromosome has both X and Y chromosomes, two types of sperm cells can be created by taking one chromosome from each pair."
Chromosome pair,Chromosome,Sperm cells,Cell type,Taken from,"As male sex chromosome has both X and Y chromosomes, two types of sperm cells can be created by taking one chromosome from each pair."
One,Chromosome,Autosomes,Chromosome,Consists of,One will consist of 22 autosomes and an X chromosome and the other will have 22 autosomes and a Y chromosome (Fig: 4.12).
X chromosome,Chromosome,One,Chromosome,Part of,One will consist of 22 autosomes and an X chromosome and the other will have 22 autosomes and a Y chromosome (Fig: 4.12).
Y chromosome,Chromosome,Other,Chromosome,Part of,One will consist of 22 autosomes and an X chromosome and the other will have 22 autosomes and a Y chromosome (Fig: 4.12).
Autosomes,Chromosome,One,Chromosome,Present in,One will consist of 22 autosomes and an X chromosome and the other will have 22 autosomes and a Y chromosome (Fig: 4.12).
Autosomes,Chromosome,Other,Chromosome,Present in,One will consist of 22 autosomes and an X chromosome and the other will have 22 autosomes and a Y chromosome (Fig: 4.12).
23 pair of chromosomes,Genetic material,Human beings,Organism,Belongs to,4.12 : 23 pair of chromoaomes o:f'human beinga Pregnancy takes place when an ovum gets fertilized by a sperm.
Ovum,Cell type,Female reproductive system,Organ system,Located in,4.12 : 23 pair of chromoaomes o:f'human beinga Pregnancy takes place when an ovum gets fertilized by a sperm.
Sperm,Cell type,Male reproductive system,Organ system,Located in,4.12 : 23 pair of chromoaomes o:f'human beinga Pregnancy takes place when an ovum gets fertilized by a sperm.
Ovum,Cell type,Pregnancy,Biological process,Involved in,4.12 : 23 pair of chromoaomes o:f'human beinga Pregnancy takes place when an ovum gets fertilized by a sperm.
Sperm,Cell type,Fertilization,Biological process,Involved in,4.12 : 23 pair of chromoaomes o:f'human beinga Pregnancy takes place when an ovum gets fertilized by a sperm.
Fertilized egg cell,Cell type,Chromosome,Genetic material,Contains,That means a fertilized bmnan <:ell contains 23 pairs of chromosome.
22 pairs of autosomes,Chromosome,Child,Offspring,Determines characteristics,"lf it grows up with 22 pairs of autosomes and XX sex chromosome, the child will be a girt 1f the fertilized cell contains 22 autosomes and XY sex chromosome, the child will be :::: a boy (Fig: 4.13)."
XX sex chromosome,Chromosome,Female child,Offspring,Determines gender,"lf it grows up with 22 pairs of autosomes and XX sex chromosome, the child will be a girt 1f the fertilized cell contains 22 autosomes and XY sex chromosome, the child will be :::: a boy (Fig: 4.13)."
Fertilized cell,Cell type,Child,Offspring,Develops into,"lf it grows up with 22 pairs of autosomes and XX sex chromosome, the child will be a girt 1f the fertilized cell contains 22 autosomes and XY sex chromosome, the child will be :::: a boy (Fig: 4.13)."
22 autosomes,Chromosome,Child,Offspring,Determines characteristics,"lf it grows up with 22 pairs of autosomes and XX sex chromosome, the child will be a girt 1f the fertilized cell contains 22 autosomes and XY sex chromosome, the child will be :::: a boy (Fig: 4.13)."
XY sex chromosome,Chromosome,Male child,Offspring,Determines gender,"lf it grows up with 22 pairs of autosomes and XX sex chromosome, the child will be a girt 1f the fertilized cell contains 22 autosomes and XY sex chromosome, the child will be :::: a boy (Fig: 4.13)."
Fig,Image,New Life 103,Book,Part of,"~  Starting a New Life 103 Fig, 4.13 : Determinalion ofboy or airl A healthy child, either boy or girl, is a huge blessing for parents, but unfortunately, due to illiteracy and bigotry, many people prefer male children."
Boy,Gender,Healthy child,Health status,Type of,"~  Starting a New Life 103 Fig, 4.13 : Determinalion ofboy or airl A healthy child, either boy or girl, is a huge blessing for parents, but unfortunately, due to illiteracy and bigotry, many people prefer male children."
Girl,Gender,Healthy child,Health status,Type of,"~  Starting a New Life 103 Fig, 4.13 : Determinalion ofboy or airl A healthy child, either boy or girl, is a huge blessing for parents, but unfortunately, due to illiteracy and bigotry, many people prefer male children."
Parents,Person,Healthy child,Health status,Related to,"~  Starting a New Life 103 Fig, 4.13 : Determinalion ofboy or airl A healthy child, either boy or girl, is a huge blessing for parents, but unfortunately, due to illiteracy and bigotry, many people prefer male children."
Illiteracy,Social issue,Preference for male children,Belief,Cause of,"~  Starting a New Life 103 Fig, 4.13 : Determinalion ofboy or airl A healthy child, either boy or girl, is a huge blessing for parents, but unfortunately, due to illiteracy and bigotry, many people prefer male children."
Bigotry,Social issue,Preference for male children,Belief,Cause of,"~  Starting a New Life 103 Fig, 4.13 : Determinalion ofboy or airl A healthy child, either boy or girl, is a huge blessing for parents, but unfortunately, due to illiteracy and bigotry, many people prefer male children."
Male children,Gender,Preference for male children,Belief,Result of,"~  Starting a New Life 103 Fig, 4.13 : Determinalion ofboy or airl A healthy child, either boy or girl, is a huge blessing for parents, but unfortunately, due to illiteracy and bigotry, many people prefer male children."
Living beings,General,Animals,General,Identified,"104 Science 4.3 Origin of Life on Earth Among the known living beings, more than ten lac animals and about four lac plants have been identified."
Living beings,General,Plants,General,Identified,"104 Science 4.3 Origin of Life on Earth Among the known living beings, more than ten lac animals and about four lac plants have been identified."
Animals,General,Living beings,General,Part of,"104 Science 4.3 Origin of Life on Earth Among the known living beings, more than ten lac animals and about four lac plants have been identified."
Plants,General,Living beings,General,Part of,"104 Science 4.3 Origin of Life on Earth Among the known living beings, more than ten lac animals and about four lac plants have been identified."
Earth,Planet,Shape,Physical property,No change in,"In ancient times, people thought that there were no changes of earth in shape and area."
Earth,Planet,Area,Physical property,No change in,"In ancient times, people thought that there were no changes of earth in shape and area."
Xenophanes,Scientist,Fossils,Object,Discovered,"But in the 5th Century BC, a scientist named Xenophanes discovered some fossils."
He,Person,Living beings,Organism,Proved differences between,He proved that there are differences between the ancient and present living beings.
Ancient living beings,Organism,Present living beings,Organism,Have differences,He proved that there are differences between the ancient and present living beings.
Aristotle,Philosopher,Living beings,Organism,Belongs to,In the 4th Century BC Greek philosopher Aristotle proved that the living beings of one class are higher than other classes.
Living beings,Organism,Class,Taxonomic rank,Belongs to,In the 4th Century BC Greek philosopher Aristotle proved that the living beings of one class are higher than other classes.
Class,Taxonomic rank,Higher classes,Taxonomic rank,Lower than,In the 4th Century BC Greek philosopher Aristotle proved that the living beings of one class are higher than other classes.
Slow,Characteristic,Evolution,Biological process,Describes,Evolution is a slow and continuous process.
Structurally complex lives,Biological entity,Simple life,Biological entity,Evolved from,Structurally complex lives have evolved from simple life.
Substance,Unknown,Heat,Physical property,Lost by,This gaseous substance continuously lost its heat and condensed to a liquid substance.
Substance,Unknown,Gaseous substance,Physical state,Initial state,This gaseous substance continuously lost its heat and condensed to a liquid substance.
Gaseous substance,Physical state,Liquid substance,Physical state,Condensed to,This gaseous substance continuously lost its heat and condensed to a liquid substance.
Substance,Unknown,Water vapor,Gas,Byproduct of,"Then, this substance became solid from the outside to inside and its byproduct water vapour turned into cloud."
Water vapor,Gas,Cloud,Unknown,Turns into,"Then, this substance became solid from the outside to inside and its byproduct water vapour turned into cloud."
Cloud,Weather phenomenon,Rain,Weather phenomenon,Transformation,That cloud turned into rain.
Rain,Weather phenomenon,Water,Chemical compound,Produced by,That rain produced the water of outer portion of the earth.
Water,Chemical compound,Outer portion of the earth,Geological feature,Located in,That rain produced the water of outer portion of the earth.
Water,Substance,Outer portion of the earth,Location,Part of,This water of outer portion of the earth is called the ocean.
Ocean,Body of water,Outer portion of the earth,Location,Same as,This water of outer portion of the earth is called the ocean.
Modem men,Person,Idea,Concept,Developed,"After deep logical thinking and experiments, the modem men have developed the idea that, evolution is the root of creation."
Evolution,Biological process,Creation,Concept,Root of,"After deep logical thinking and experiments, the modem men have developed the idea that, evolution is the root of creation."
Evolution,Concept,Evolveri,Word,Originated from,The word 'evolution' came from the word 'evolveri'.
Herbert Spencer,Person,Word 'evolution',Term,Used,An English philosopher and educationist Herbert Spencer at first used the word 'evolution'.
Evolution,Biological process,Living being,Organism,Involves transformation of,Evolution is a slow and continuous process by which a simple living being changes into a complex and higher living being.
