Entity,Definition,Images
Pencil,"A pencil ( (listen)) is a writing or drawing implement with a solid pigment core in a protective casing that reduces the risk of core breakage, and keeps it from marking the user's hand.","['https://upload.wikimedia.org/wikipedia/commons/1/15/3_promotional_pencils_%28ubt%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Biegsame_Bleistifte_fcm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Caran_d%27Ache_Farbstifte.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Censored_mail_Spain_Australia_1943.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Colored-Pencils.jpg']"
Interrelation,Not found on Wikipedia,['Image not found']
Quantity,"Quantity or amount is a property that can exist as a multitude or magnitude, which illustrate discontinuity and continuity.","['https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg']"
Relaxation,"Relaxation stands quite generally for a release of tension, a return to equilibrium.","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Nutrient,"A nutrient is a substance used by an organism to survive, grow, and reproduce.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Pending-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Metal,"A metal (from Greek μέταλλον métallon, ""mine, quarry, metal"") is a material that, when freshly prepared, polished, or fractured, shows a lustrous appearance, and conducts electricity and heat relatively well.","['https://upload.wikimedia.org/wikipedia/commons/6/68/25_litrai_en_%C3%A9lectrum_repr%C3%A9sentant_un_tr%C3%A9pied_delphien.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Akan_MHNT.AC.AF.29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Allegheny_Ludlum_steel_furnace.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Aluminium-4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Antimony-4.jpg']"
Vibrat,Not found on Wikipedia,['Image not found']
Twisted,Twisted may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Tooth,"A tooth (PL: teeth) is a hard, calcified structure found in the jaws (or mouths) of many vertebrates and used to break down food.","['https://upload.wikimedia.org/wikipedia/commons/c/cb/Close_up_-_chimpanzee_teeth.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Lower_Incisor_of_Rattus_rattus%2C_Buccal_View.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Lower_Incisor_of_Rattus_rattus%2C_Lingual_View.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Mammoth_ivory_hg.jpg']"
Thermal,"A thermal column (or thermal) is a rising mass of buoyant air, a convective current in the atmosphere, that transfers heat energy vertically.","['https://upload.wikimedia.org/wikipedia/commons/1/1b/Bubble_or_vortex_ring_thermal_model.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Column_or_plume_thermal_model.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Thermal_column.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Thermal_cross_section_with_stronger_lift_in_darker_shades_of_green_while_red_is_sink.jpg']"
Circular motion,"In physics, circular motion is a movement of an object along the circumference of a circle or rotation along a circular path.","['https://upload.wikimedia.org/wikipedia/commons/f/ff/Breaking_String.PNG', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Circular_motion_vectors.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Crystal_Clear_app_kedit.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Freebody_circular.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Freebody_object.svg']"
Vitamin,A vitamin is an organic molecule (or a set of closely related molecules called vitamers) that are essential to an organism in small quantities for proper metabolic function.,"['https://upload.wikimedia.org/wikipedia/commons/2/2f/500_mg_calcium_supplements_with_vitamin_D.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/B_vitamin_supplement_tablets.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/J._C._Drummond%2C_The_Nomenclature_of_the_So-called_Accessory_Food_Factors_%28Vitamins%29%2C_1920.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Government of Hong Kong,"The Government of the Hong Kong Special Administrative Region, commonly known as the Hong Kong Government or HKSAR Government, is the executive authorities of Hong Kong.","['https://upload.wikimedia.org/wikipedia/commons/5/5b/Flag_of_Hong_Kong.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Hkpol2.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Regional_Emblem_of_Hong_Kong.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Paisa,"Paisa (also transliterated as pice, pesa, poysha, poisha and baisa) is a monetary unit in several countries.","['https://upload.wikimedia.org/wikipedia/commons/8/8c/100_Baisa_Oman.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/100_Baisa_Oman_reverso.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/All-currency-symbol.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Bills_and_coins.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Two conditions,Not found on Wikipedia,['Image not found']
Camera,A camera is an optical instrument that captures images.,"['https://upload.wikimedia.org/wikipedia/commons/f/f6/2016_Minox_C_8.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Arri_Alexa_camera.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Daisies-Focus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Disassembled_digital_camera.jpg']"
48 metres,Not found on Wikipedia,['Image not found']
Correctness,Correct or Correctness may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Extinction,"Extinction is the termination of a kind of organism or of a group of kinds (taxon), usually a species.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Bufo_periglenes2_cropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg']"
Barisal State,Not found on Wikipedia,['Image not found']
Friend catching your hand,Not found on Wikipedia,['Image not found']
Doctor,Doctor or The Doctor may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Pending-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Gas,Gas is one of the four fundamental states of matter.,"['https://upload.wikimedia.org/wikipedia/commons/3/31/Boyle_air_pump.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/CFD_Shuttle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Compressibility_Factor_of_Air_75-200_K.png', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Daltons_symbols.gif']"
Geography of the Earth,Not found on Wikipedia,['Image not found']
Millimeter,Not found on Wikipedia,['Image not found']
142 Science,Not found on Wikipedia,['Image not found']
Pressure,Pressure (symbol: p or P) is the force applied perpendicular to the surface of an object per unit area over which that force is distributed.: 445  Gauge pressure (also spelled gage pressure) is the pressure relative to the ambient pressure.,"['https://upload.wikimedia.org/wikipedia/commons/e/eb/13-07-23-kienbaum-unterdruckkammer-33.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Aluminium_cylinder.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Barometer_mercury_column_hg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Carnot_heat_engine_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Defekter_unterflurhydrant_goettingen.jpg']"
Marble,"Marble is a metamorphic rock consisting of carbonate minerals that recrystallize under the influence of heat, pressure and aqueous solutions, most commonly calcite  (CaCO3) or dolomite (CaMg(CO3)2) and has a crystalline texture of varying thickness.","['https://upload.wikimedia.org/wikipedia/commons/5/50/Aliveri_marble_waste_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Blue_calcitic_marble%2C_Valentine_Mine%2C_Lewis_County_NY.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Catedraldemarmol.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Cleopatra_by_William_Wetmore_Story_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Roman Empire,"The Roman Empire (Latin: Imperium Romanum [ɪmˈpɛri.ũː roːˈmaːnũː]; Greek: Βασιλεία τῶν Ῥωμαίων, translit.","['https://upload.wikimedia.org/wikipedia/commons/0/0c/%28Toulouse%29_Buste_cuirass%C3%A9_de_Marc_Aur%C3%A8le_ag%C3%A8_-_Mus%C3%A9e_Saint-Raymond_Ra_61_b_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/042_Conrad_Cichorius%2C_Die_Reliefs_der_Traianss%C3%A4ule%2C_Tafel_XLII.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/0_Sarcophage_d%27Acilia_-_Pal._Massimo_alle_Terme.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/2015_Virginia_State_House_-_Richmond%2C_Virginia_01.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/628px-Western_and_Eastern_Roman_Empires_476AD%283%29.PNG']"
Black,Black is a color which results from the absence or complete absorption of visible light.,"['https://upload.wikimedia.org/wikipedia/commons/0/08/01_Schwarzb%C3%A4r.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/1920_Ford_Model_T_Centerdoor_Sedan_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Akhilleus_Aias_MGEt_16757.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Alt_Telefon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Anneke_Gr%C3%B6nloh_1964_Eurovision_dress.jpg']"
Impurities,Not found on Wikipedia,['Image not found']
Body weight,Not found on Wikipedia,['Image not found']
Sport of athletics,"Athletics is a group of sporting events that involves competitive running, jumping, throwing, and walking.","['https://upload.wikimedia.org/wikipedia/commons/d/d1/100_metres_race_winner_Sina_Schielke_%28192%29_and_the_other_Runners_-_ISTAF_2006_-_Berlin%2C_3_September.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/10k_run_Toronto_May_2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/1500_metres_men_final_Tampere_2018_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/1912_Athletics_men%27s_10_kilometre_walk.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Albert_Meyer_3_Olympia_1896.jpg']"
Atmosphere of Earth,"The atmosphere of Earth is the layer of gases, known collectively as air, retained by Earth's gravity that surrounds the planet and forms its planetary atmosphere.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Antarctic_aurora_ESA313457.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/AtmosphCirc2.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Atmosphere_gas_proportions.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/Atmosphere_model.png']"
Fairy tale,"A fairy tale (alternative names include fairytale, fairy story, magic tale, or wonder tale) is a short story that belongs to the folklore genre.","['https://upload.wikimedia.org/wikipedia/commons/d/d0/1932._%D0%91%D0%B8%D0%BB%D0%B8%D0%B1%D0%B8%D0%BD._%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%BA%D0%BE.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Albert_Edelfelt_-_Illustration_of_Adalmina%E2%80%99s_Pearl_-_A_II_1519-11_-_Finnish_National_Gallery.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Carl_Larsson_-_Little_Red_Riding_Hood_1881.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Cutlery_for_children_detail.jpg']"
Formaldehyde,"Formaldehyde ( (listen) for-MAL-di-hide, US also  (listen) fər-) (systematic name methanal) is a naturally occurring organic compound with the formula CH2O and structure H−CHO. The pure compound is a pungent, colourless gas that polymerises spontaneously into paraformaldehyde (refer to section Forms below), hence it is stored as an aqueous solution (formalin), which is also used to store animal specimens.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/En-us-Formaldehyde.ogg']"
Antibody,"An antibody (Ab), also known as an immunoglobulin (Ig), is a large, Y-shaped protein used by the immune system to identify and neutralize foreign objects such as pathogenic bacteria and viruses.","['https://upload.wikimedia.org/wikipedia/commons/3/31/AngeloftheWest.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Antibody.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Antibody_IgG1_structure.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Antibody_IgG1_surface.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Antibody_Opsonization.svg']"
Priyonti,Not found on Wikipedia,['Image not found']
World War II,"World War II or the Second World War, often abbreviated as WWII or WW2, was a global conflict that lasted from 1939 to 1945.","['https://upload.wikimedia.org/wikipedia/commons/9/9d/2-8_Field_Regt.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/228_regiment_in_HK.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/8th_AF_Bombing_Marienburg.JPEG', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/9_Div_Tobruk%28AWM_020779%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/A_Finnish_Maxim_M-32_machine_gun_nest_during_the_Winter_War.jpg']"
Atmosphere,"An atmosphere (from Ancient Greek  ἀτμός (atmós) 'vapour, steam', and  σφαῖρα (sphaîra) 'sphere') is a layer of gas or layers of gases that envelop a planet, and is held in place by the gravity of the planetary body.","['https://upload.wikimedia.org/wikipedia/commons/f/f9/Atmosphere_layers-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cumulus_clouds_in_fair_weather.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Mars_atmosphere.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
A,"A (or a) is the first letter and the first vowel of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/4/40/A-small_glyphs.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/A_cursiva.gif', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/A_morse_code.ogg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Acap.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Alpha_uc_lc.svg']"
Fazlul Hoq,Not found on Wikipedia,['Image not found']
Blood cell,"A blood cell, also called a hematopoietic cell, hemocyte, or hematocyte, is a cell produced through hematopoiesis and found mainly in the blood.","['https://upload.wikimedia.org/wikipedia/commons/e/e7/Blood_cells_090304-F-5951M-108.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Hematopoiesis_simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Red_White_Blood_cells.jpg']"
Thennal conductivity,Not found on Wikipedia,['Image not found']
Puffed rice,"Puffed rice and popped rice (or pop rice) are types of puffed grain made from rice commonly eaten in the traditional cuisines of Southeast Asia, East Asia, and South Asia.","['https://upload.wikimedia.org/wikipedia/commons/6/6c/Ampao_from_Carcar%2C_Cebu.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Bowl_of_Rice_Krispies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Gangjeong.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Japanese_kaminari_okoshi_2014.jpg']"
Shamsur Rahman Shelu,Not found on Wikipedia,['Image not found']
Pork,Pork was originally derived from the famous meme John Pork.,"['https://upload.wikimedia.org/wikipedia/commons/9/90/01_Sch%C3%A4ufele_und_Kn%C3%B6del.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/02_Galizische_Spezialit%C3%A4ten%2C_Rudawka_Rymanowska_2013.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/1850_le_depecage_de_porc_par_Louis_Humbert_de_Molard_1847_1898.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/BCfood12.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Bacon_Explosion_finished.JPG']"
Thermal conductor,Not found on Wikipedia,['Image not found']
Tennis ball,A tennis ball is a ball designed for the sport of tennis.,"['https://upload.wikimedia.org/wikipedia/commons/c/c3/Cmglee_tennis_ball_interior.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Reciclaje_pelotas_de_tenis_-_IMG_20200703_112826_762.jpg']"
Hydrogen,Hydrogen is the chemical element with the symbol H and atomic number 1.,"['https://upload.wikimedia.org/wikipedia/commons/0/09/19._%D0%95%D0%BA%D1%81%D0%BF%D0%BB%D0%BE%D0%B7%D0%B8%D1%98%D0%B0_%D0%BD%D0%B0_%D1%81%D0%BC%D0%B5%D1%81%D0%B0_%D0%BE%D0%B4_%D0%B2%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D0%B4_%D0%B8_%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%85.webm', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Antoine-Laurent_Lavoisier_%28by_Louis_Jean_Desire_Delaistre%29RENEW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Blausen_0530_HydrogenIsotopes.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg']"
Earthquake,"An earthquake (also known as a quake, tremor or temblor) is the shaking of the surface of the Earth resulting from a sudden release of energy in the Earth's lithosphere that creates seismic waves.","['https://upload.wikimedia.org/wikipedia/commons/c/ce/1755_Lisbon_earthquake.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/2004-tsunami.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/2016_Central_Italy_earthquake_wide.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Comerio%2C_Luca_%281878-1940%29_-_Vittime_del_terremoto_di_Messina_%28dicembre_1908%29.jpg']"
Water level measurement,Not found on Wikipedia,['Image not found']
Fisherman,"A fisher or fisherman is someone who captures fish and other animals from a body of water, or gathers shellfish.Worldwide, there are about 38 million commercial and subsistence fishers and fish farmers.","['https://upload.wikimedia.org/wikipedia/commons/0/00/Banks_shrimper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Belgian_Fishermen_in_the_British_Fishing_Village_of_Brixham%2C_Devon_in_1944_TR1868.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Charles_Napier_Hemy_-_The_Fisherman_1888.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Egyptian_fishery3.jpg']"
Hair follicle,The hair follicle is an organ found in mammalian skin.,"['https://upload.wikimedia.org/wikipedia/commons/d/d2/Alopecia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Alopecia_scales.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/An_introduction_to_dermatology_%281905%29_lupus_erythematosus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/ArmHair.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Blausen_0438_HairFollicleAnatomy_02.png']"
Reflection of light,Not found on Wikipedia,['Image not found']
Electrical conductivity,Not found on Wikipedia,['Image not found']
Intelligent,Not found on Wikipedia,['Image not found']
126 Science eruption,Not found on Wikipedia,['Image not found']
Probability,"In science, the probability of an event is a number that indicates how likely the event is to occur.","['https://upload.wikimedia.org/wikipedia/commons/3/33/Bendixen_-_Carl_Friedrich_Gau%C3%9F%2C_1828.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Cardano.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Christiaan_Huygens-painting.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Dice_Distribution_%28bar%29.svg']"
Growth,Growth may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
North America,North America is a continent in the Northern Hemisphere and almost entirely within the Western Hemisphere.,"['https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Afro-Eurasia_%28orthographic_projection%29_political.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/America_1000_BCE.png', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Americas_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Antarctica_%28orthographic_projection%29.svg']"
File format,A file format is a standard way that information is encoded for storage in a computer file.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Bass_loop_1_%28Carrai_Pass%29.wav', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Boogie_riff_1.ogg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Hypertension,"Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated.","['https://upload.wikimedia.org/wikipedia/commons/d/d0/Blausen_0486_HighBloodPressure_01.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/En.Wikipedia-VideoWiki-Hypertension.webm', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Grade_1_hypertension.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/HTNstudyupd.png']"
Transport hub,A transport hub  is a place where passengers and cargo are exchanged between vehicles and/or between transport modes.,"['https://upload.wikimedia.org/wikipedia/commons/f/f1/DHL_Leipzig-Halle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/FinchTTCBusTerminal.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Kamppi_Center_II.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Mk_Stettin_Hafen2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/NYC_Penn_Station_7th_Avenue_Entrance_2013.jpg']"
I,"I, or i, is the ninth letter and the third vowel letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/d/da/BSL_letter_I.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Braille_I9.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Capitalis_monumentalis_I.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Early_Aramaic_character_-_yud.svg']"
Narrative,"A narrative, story, or tale is any account of a series of related events or experiences, whether nonfictional (memoir, biography, news report, documentary, travelogue, etc.) or fictional (fairy tale, fable, legend, thriller, novel, etc.).","['https://upload.wikimedia.org/wikipedia/commons/4/4b/Books-aj.svg_aj_ashton_01.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Books_and_Scroll_Ornament_with_Open_Book.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Narrative_Books_on_Library_Shelf.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Bud,"In botany, a bud is an undeveloped or embryonic shoot and normally occurs in the axil of a leaf or at the tip of a stem.","['https://upload.wikimedia.org/wikipedia/commons/d/de/Alnus_glutinosa_bud_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Bud1web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Buds_of_Fraxinus_excelsior_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Coreopsis_tinctoria_cultivar_Uptick_Cream_and_Red_8.JPG']"
