Entity,Definition,Images
Process – A,Not found on Wikipedia,['Image not found']
Sullage,Not found on Wikipedia,['Image not found']
Stir,"Stir, STIR, stirred, or stirrer may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
World Heritage Site,"A World Heritage Site is a landmark or area with legal protection by an international convention administered by the United Nations Educational, Scientific and Cultural Organization (UNESCO).","['https://upload.wikimedia.org/wikipedia/commons/0/01/80_-_Machu_Picchu_-_Juin_2009_-_edit.2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Paisaje_en_Punta_Pitt%2C_isla_de_San_Crist%C3%B3bal%2C_islas_Gal%C3%A1pagos%2C_Ecuador%2C_2015-07-24%2C_DD_75.JPG']"
3 3 5,Not found on Wikipedia,['Image not found']
Annual calendar,"An annual calendar is a representation of the year that expires with the year represented, or that must be altered annually to remain current.",['https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']
Electrical connector,Components of an electrical circuit are electrically connected if an electric current can run between them through an electrical conductor.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/ATX_computer_case_-_back_-_2018-03-18.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Amphenol_16pin_male_front.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Bi-amp_capable.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/ConnectorSymbols.svg']"
Apeejay Senior Secondary School,Not found on Wikipedia,['Image not found']
Kidney failure,"Kidney failure, also known as end-stage kidney disease, is a medical condition in which the kidneys can no longer adequately filter waste products from the blood, functioning at less than 15% of normal levels.","['https://upload.wikimedia.org/wikipedia/commons/0/0b/CKD_-_Chronic_kidney_disease.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Hemodialysismachine.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Glycerol,"Glycerol (), also called glycerine or glycerin,is a simple triol compound.","['https://upload.wikimedia.org/wikipedia/commons/0/0e/Biochem_reaction_arrow_forward_NNNN_horiz_med.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Biochem_reaction_arrow_forward_YYNN_horiz_med.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Biochem_reaction_arrow_reversible_NNNN_horiz_med.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Biochem_reaction_arrow_reversible_YYYY_horiz_med.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/D-Glycerinaldehyde_3-phosphate_Structural_Formula_V1.svg']"
Herb,"In general use, herbs are a widely distributed and widespread group of plants, excluding vegetables and other plants consumed for macronutrients, with savory or aromatic properties that are used for flavoring and garnishing food, for medicinal purposes, or for fragrances.","['https://upload.wikimedia.org/wikipedia/commons/d/d5/Balsamodendron_ehrenbergianum00.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Garden_of_herbs.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/In_Effigiam_Nicholai_Culpeper_Equitis_by_Richard_Gaywood.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Scientific journal,"In academic publishing, a scientific journal is a periodical publication intended to further the progress of science, usually by sharing findings from research with readers.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Nature_cover%2C_November_4%2C_1869.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Philosophical_Transactions_Volume_1_frontispiece.jpg']"
Periodic event,Not found on Wikipedia,['Image not found']
NUTRITION IN ANIMALS,Not found on Wikipedia,['Image not found']
Human excreta,Not found on Wikipedia,['Image not found']
Light bulb,Not found on Wikipedia,['Image not found']
Imphal,Imphal (Meitei pronunciation: /im.pʰal/; English pronunciation: ) is the capital city of the Indian state of Manipur.,"['https://upload.wikimedia.org/wikipedia/commons/8/8b/..Manipur_Flag%28INDIA%29.png', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Bihu_Loukon_-_Starfort.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/City_convention_center.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_India.svg']"
A year,Not found on Wikipedia,['Image not found']
Greek mythology,"A major branch of classical mythology, Greek mythology is the body of myths originally told by the ancient Greeks, and a genre of ancient Greek folklore.","['https://upload.wikimedia.org/wikipedia/commons/8/86/Achilles_Penthesileia_BM_B209.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Amor_Vincet_Omnia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Amphora_birth_Athena_Louvre_F32.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Aphrodite_Adonis_Louvre_MNB2109.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Bacchus_and_Silenus_BM_1899.2-15.1_n01.jpg']"
Grass,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']
Multiplication,"Multiplication (often denoted by the cross symbol ×, by the mid-line dot operator ⋅, by juxtaposition, or,  on computers, by an asterisk *) is one of the four elementary mathematical operations of arithmetic, with the other ones being addition, subtraction, and division.","['https://upload.wikimedia.org/wikipedia/commons/0/05/Gelosia_multiplication_45_256.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Komplexe_zahlenebene.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Multiplication_algorithm.GIF', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Multiplication_as_scaling_integers.gif', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Multiplication_chart.svg']"
Hot water,Not found on Wikipedia,['Image not found']
Stop flowing,Not found on Wikipedia,['Image not found']
Blowing,Blowing may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Correct answer,Not found on Wikipedia,['Image not found']
Shade,"Shade, Shades or Shading may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Inorganic impurities,Not found on Wikipedia,['Image not found']
Butterfly,"Butterflies (Rhopalocera) are insects that have large, often brightly coloured wings, and a conspicuous, fluttering flight.","['https://upload.wikimedia.org/wikipedia/commons/3/3a/2012-06-27_Aporia_crataegi_eggs_Malus_domestica.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/AD2009Aug01_Vanessa_atalanta_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Alice_05a-1116x1492.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Angangueo_monarchs.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Antennae_ctb.png']"
Acidic solution,Not found on Wikipedia,['Image not found']
Weathering,"Weathering  is the deterioration of rocks, soils and minerals as well as wood and artificial materials through contact with water, atmospheric gases, and biological organisms.","['https://upload.wikimedia.org/wikipedia/commons/2/2c/-47_Concrete_weathering.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Abiskorock.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/GeologicalExfoliationOfGraniteRock.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/GoldinPyriteDrainage_acide.JPG']"
Cold medicine,Cold medicines are a group of medications taken individually or in combination as a treatment for the symptoms of the common cold and similar conditions of the upper respiratory tract.,"['https://upload.wikimedia.org/wikipedia/commons/7/76/Cough_medicine.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Symbol_portal_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/WHO_Rod.svg']"
Gall bladder,Not found on Wikipedia,['Image not found']
Leaf vegetable,"Leaf vegetables, also called leafy greens, pot herbs, vegetable greens, or simply greens, are plant leaves eaten as a vegetable, sometimes accompanied by tender petioles and shoots.","['https://upload.wikimedia.org/wikipedia/commons/4/4b/Kale-Bundle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/More_Liponda.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Ong_choy_water_spinach.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Pansotti_alle_noci_01.JPG']"
Insect magnetism,Not found on Wikipedia,['Image not found']
Dolphin,A dolphin is an aquatic mammal within the infraorder Cetacea.,"['https://upload.wikimedia.org/wikipedia/commons/9/9b/2009-Seaworld-Shamu.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Akrotiri_dolphins.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Azure%2C_a_bend_Or.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Bottle-nosed-dolphin-Lobomycosis-disease.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg']"
Explain how it works,Not found on Wikipedia,['Image not found']
Old Testament,"The Old Testament (OT) is the first division of the Christian biblical canon, which is based primarily upon the 24 books of the Hebrew Bible or Tanakh, a collection of ancient religious Hebrew and occasionally Aramaic writings by the Israelites.","['https://upload.wikimedia.org/wikipedia/commons/0/01/Bible.malmesbury.arp.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Christian_cross.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Gutenberg_Bible_scan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Swachh Bharat,Not found on Wikipedia,['Image not found']
Research institute,"A research institute, research centre, research center or research organization, is an establishment founded for doing research.",['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Parachute,"A parachute is a device used to slow the motion of an object through an atmosphere by creating drag or, in a ram-air parachute, aerodynamic lift.","['https://upload.wikimedia.org/wikipedia/commons/8/8f/1970s_%27High_Performance%27_round_elliptical.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/3Ring_release_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Albert_Berry_parachute.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg']"
Fujian cuisine,"Fujian cuisine or Fujianese cuisine, also known as Min cuisine, is one of the native Chinese cuisines derived from the cooking style of China's Fujian Province, most notably from the provincial capital, Fuzhou.","['https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Chinese-style_geng_with_meat%2C_fish_cakes%2C_and_squid.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/ChineseDishLogo.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Flag_of_Hong_Kong.svg']"
Cheetah 112 3,Not found on Wikipedia,['Image not found']
Activity 11.12,Not found on Wikipedia,['Image not found']
Shrub,A shrub (often also called a bush) is a small-to-medium-sized perennial woody plant.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Cytisus_scoparius2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Hortensie%2C_blau.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Renal replacement therapy,Renal replacement therapy (RRT) is therapy that replaces the normal blood-filtering function of the kidneys.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Religious organization,Religious activities generally need some infrastructure to be conducted.,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/MACMA_Muar.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
New moon,"In astronomy, the new moon is the first lunar phase, when the Moon and Sun have the same ecliptic longitude.","['https://upload.wikimedia.org/wikipedia/commons/0/0b/Amavasya_and_Prathama_tithi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Eclipse_vs_new_or_full_moons%2C_annotated.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg']"
Photosynthesis,"Photosynthesis is a process used by plants and other organisms to convert light energy into chemical energy that, through cellular respiration, can later be released to fuel the organism's activities.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Calvin-cycle4.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Chlorophyll_ab_spectra-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Chloroplast.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Deer,Deer or true deer are hoofed ruminant mammals forming the family Cervidae.,"['https://upload.wikimedia.org/wikipedia/commons/d/d3/Antilocapra_white_background.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Antler_phylogenetics_-_Samejima_et_al_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Archives_du_Mus%C3%A9um_d%27Histoire_Naturelle%2C_Paris_%281852%29_%28Cervus_unicolor%29.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Azure%2C_a_bend_Or.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Birds_and_nature_%281901%29_%2814562088237%29_white_background.jpg']"
Wild boar,"The wild boar (Sus scrofa), also known as the wild swine, common wild pig, Eurasian wild pig, or simply wild pig, is a suid native to much of Eurasia and North Africa, and has been introduced to the Americas and Oceania.","['https://upload.wikimedia.org/wikipedia/commons/f/f1/2010_07_19400_7206_Wenshan_District%2C_Taipei%2C_Zoo%2C_Sus_scrofa_taivanus%2C_Formosan_wild_boar%2C_Taiwan_%28cropped%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Altamira_paintings_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Animaldentition_susscrofa.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Annual_report_-_New_York_Zoological_Society_%281920%29_%28Sus_scrofa_algira%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Augen_zu_und_schlafen.JPG']"
Time of the day,Not found on Wikipedia,['Image not found']
J,"J, or j, is the tenth letter in the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/9/9d/BSL_letter_J.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Braille_J0.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Childs_new_plaything_1743_alphabet.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Early_Aramaic_character_-_yud.png']"
Potted plant,Not found on Wikipedia,['Image not found']
Reversible change,Not found on Wikipedia,['Image not found']
Amoeba,"An amoeba (; less commonly spelled ameba or amœba; plural am(o)ebas or am(o)ebae ), often called an amoeboid, is a type of cell or unicellular organism with the ability to alter its shape, primarily by extending and retracting pseudopods.","['https://upload.wikimedia.org/wikipedia/commons/a/a6/Ammonia_tepida.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Amoeba_collage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Amoeba_proteus_with_many_pseudopodia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Der_Kleine_Proteus_from_Roesel.jpg']"
Sicily,Sicily (Italian: Sicilia [siˈtʃiːlja]; Sicilian: Sicilia [sɪˈʃiːlja]) is the largest and most populous island in the Mediterranean Sea and one of the 20 regions of Italy.,"['https://upload.wikimedia.org/wikipedia/commons/9/9e/2009-03-22_03-29_Sizilien_683_Agrigent%2C_Parco_Valle_dei_Templi_Agrigento%2C_Museo_Archaeologico.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/A_Sicilian_caf%C3%A9_in_New_York_-_Drawn_by_W.A._Rogers._LCCN2013645874.jpg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Alessandro_Scarlatti.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Alstom_Cityway_Tram_Messina_06T.jpg']"
Bible,"The Bible (from Koine Greek τὰ βιβλία, tà biblía, 'the books') is a collection of religious texts or scriptures that are held to be sacred in Christianity, Judaism, Samaritanism, and many other religions.","['https://upload.wikimedia.org/wikipedia/commons/e/ed/1588_First_Welsh_Bible.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/A_religious_Baroque_Bible_-_7558.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Aleppo_Codex_Joshua_1_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Altar_and_bible_st_Johns_Lutheran.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Bhs_psalm1.png']"
Zygote,"A zygote (from Ancient Greek  ζυγωτός (zygōtós) 'joined, yoked', from  ζυγοῦν (zygoun) 'to join, to yoke') is a eukaryotic cell formed by a fertilization event between two gametes.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Egg_cell_fertilization_-_Zygote.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Psi2.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Coffee,Coffee is a beverage prepared from roasted coffee beans.,"['https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Brazil_Coffee_production_2020.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/CXLT_Coffee.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Caffeine-2D-skeletal.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Carte_Coffea_robusta_arabic.svg']"
New birth,Not found on Wikipedia,['Image not found']
Extended Learning,Not found on Wikipedia,['Image not found']
Latitude,"In geography, latitude is a coordinate that specifies the north–south position of a point on the surface of the Earth or another celestial body.","['https://upload.wikimedia.org/wikipedia/commons/1/18/Auxiliary_Latitudes_Difference.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/December_solstice_geometry.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Division_of_the_Earth_into_Gauss-Krueger_zones_-_Globe.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Earthmap720x360_grid.jpg']"
Candle flame,Not found on Wikipedia,['Image not found']
Glass prism,Not found on Wikipedia,['Image not found']
Two thousand and ten,Not found on Wikipedia,['Image not found']
Point of origin,Point of origin may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Sugar solution 7,Not found on Wikipedia,['Image not found']
Free roller coaster,Not found on Wikipedia,['Image not found']
Discernment,"Discernment is the ability to perceive, understand, and judge things clearly, especially those that are not obvious or straightforward.","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Fig. 9,Not found on Wikipedia,['Image not found']
Windpipe,Not found on Wikipedia,['Image not found']
Adult,An adult is a human or other animal that has reached full growth.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Psi2.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/RudolfMilly.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Views_of_a_Foetus_in_the_Womb_detail.jpg']"
NCERT textbooks,Not found on Wikipedia,['Image not found']
Left,Left may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Glossary of leaf morphology,The following terms are used to describe leaf morphology in the description and taxonomy of plants.,"['https://upload.wikimedia.org/wikipedia/commons/b/b1/Bipinnate_leaf_anatomy_with_alternate_labels.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cilantro_leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Handdrawn_Cuspidate.png', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Hibiscus_mutabilis_5.JPG']"
Medical device,A medical device is any device intended to be used for medical purposes.,"['https://upload.wikimedia.org/wikipedia/commons/9/98/Ambox_current_red.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Bags_of_medical_supplies_and_defibrillators.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Baxter_Colleague_CX_infusion_pump.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Curette_in_sterile_packaging.jpg']"
Natural number,"In mathematics, the natural numbers are the numbers 1, 2, 3, etc., possibly including 0 as well.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Nuvola_apps_edu_mathematics_blue-p.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Os_d%27Ishango_IRSNB.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Symbol_list_class.svg']"
Plastic,Plastics are a wide range of synthetic or semi-synthetic materials that use polymers as a main ingredient.,"['https://upload.wikimedia.org/wikipedia/commons/4/42/1682478-poster-1280-plasticbags.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/A_Ziploc_bag_made_from_LDPE.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Alexander_Parkes_Blue_Plaque.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Bales_of_PET_bottles_stacked.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Blow_molding_process.jpg']"
Toothache,"Toothache, also known as dental pain, is pain in the teeth or their supporting structures, caused by dental diseases or pain referred to the teeth by non-dental diseases.","['https://upload.wikimedia.org/wikipedia/commons/c/c5/38_pericornitis_xray.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/38_pericoronitis_with_pus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/Abces_dentaire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Abscessed_tooth_periapical_radiograph.jpg', 'Image not found']"
Take a torch,Not found on Wikipedia,['Image not found']
Phenolphthalein,"Phenolphthalein ( feh-NOL(F)-thə-leen) is a chemical compound with the formula C20H14O4 and is often written as ""HIn"", ""HPh"", ""phph"" or simply ""Ph"" in shorthand notation.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/GHS-pictogram-silhouette.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Phenolphthalein-at-pH-9.jpg']"
Sun ray,Not found on Wikipedia,['Image not found']
Become an active citizen,Not found on Wikipedia,['Image not found']
Real speed,Not found on Wikipedia,['Image not found']
Dietitian,"A dietitian, medical dietitian, or dietician is an expert in identifying and treating disease-related malnutrition and in conducting medical nutrition therapy, for example designing an enteral tube feeding regimen or mitigating the effects of cancer cachexia.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Symbol_portal_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/WHO_Rod.svg']"
Salivary gland,The salivary glands in mammals are exocrine glands that produce saliva through a system of ducts.,"['https://upload.wikimedia.org/wikipedia/commons/d/df/Blausen_0780_SalivaryGlands.png', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Chronic_sialadenitis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Illu_quiz_hn_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Inflorescence,An inflorescence is a group or cluster of flowers arranged on a stem that is composed of a main branch or a complicated arrangement of branches.,"['https://upload.wikimedia.org/wikipedia/commons/8/8c/2006-10-22Silene_dioica07.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Achillea_%28yarrow%29_-_16.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Aesculus_hippocastanum_flori.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Akropetale_Effloration_%28inflorescence%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Alnus_incana_rugosa_catkin.jpg']"
