Entity,Definition,Images
Human,"Humans (Homo sapiens) are the most common and widespread species of primate in the great ape family Hominidae, and also the most common species of primate overall.","['https://upload.wikimedia.org/wikipedia/commons/6/68/Akha_cropped_hires.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/af/All_Gizah_Pyramids.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/An_old_age.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Anterior_view_of_human_female_and_male%2C_with_labels_2.png', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Baby_playing_with_yellow_paint._Work_by_Dutch_artist_Peter_Klashorst_entitled_%22Experimental%22.jpg']"
Disinfectant,A disinfectant is a chemical substance or compound used to inactivate or destroy microorganisms on inert surfaces.,"['https://upload.wikimedia.org/wikipedia/commons/5/5e/Automat_do_dezynfekcji_r%C4%85k_w_60-tysi%C4%99cznym_Tomaszowie_Mazowieckim%2C_w_wojew%C3%B3dztwie_%C5%82%C3%B3dzkim.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/DISINFECTANT_PIC.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Disinfection_with_mop.jpg']"
Drawing pin,"A drawing pin (in British English) or thumb tack (in North American English) is a short nail or pin used to fasten items to a wall or board for display and intended to be inserted by hand, usually using the thumb.","['https://upload.wikimedia.org/wikipedia/commons/a/a1/Brass_thumbtack.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/FEMA_-_44675_-_Logistics_Maps_Locations_of_Disaster_Recovery_Centers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Pinezki-K.WasilewskiSka.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/RedPushPin_%28cropped%29.jpg']"
Indian cattle,Not found on Wikipedia,['Image not found']
Mariculture,"Mariculture or marine farming is a specialized branch of aquaculture (which includes freshwater aquaculture) involving the cultivation of marine organisms for food and other animal products, in enclosed sections of the open ocean (offshore mariculture), fish farms built on littoral waters (inshore mariculture), or in artificial tanks, ponds or raceways which are filled with seawater (onshore mariculture).","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Fish_farm_Amarynthos_Euboea_Greece.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/F%C3%A6r%C3%B8sk_havbrug.1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Information_icon4.svg']"
Exercises A1,Not found on Wikipedia,['Image not found']
Bottom feeder,A bottom feeder is an aquatic animal that feeds on or near the bottom of a body of water.,"['https://upload.wikimedia.org/wikipedia/commons/3/3d/Antennarius_striatus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Corydoras_paleatus_in_current.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Starling_Feeding_Offspring.jpg']"
Barry Goldwater,"Barry Morris Goldwater (January 2, 1909 – May 29, 1998) was an American politician and United States Air Force major general who was a five-term U.S. Senator from Arizona (1953–1965, 1969–1987) and the Republican Party nominee for president of the United States in 1964.","['https://upload.wikimedia.org/wikipedia/commons/1/13/1964RepublicanPresidentialPrimaries.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/1964_Barry_Goldwater_bumper_sticker.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/2006_AEGold_Proof_Obv.png', 'https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Barry_Goldwater_1952_%28cropped%29.jpg']"
Time interval,Not found on Wikipedia,['Image not found']
Opposite force,Not found on Wikipedia,['Image not found']
Explain language,Not found on Wikipedia,['Image not found']
Water vessel,Not found on Wikipedia,['Image not found']
Parlance,Not found on Wikipedia,"['https://upload.wikimedia.org/wikipedia/commons/6/66/Wikidata-logo-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Heating appliance,Not found on Wikipedia,['Image not found']
Scientific model,Not found on Wikipedia,['Image not found']
Characteristic atomic mass,Not found on Wikipedia,['Image not found']
Kofi Annan,Kofi Atta Annan (; 8 April 1938 – 18 August 2018) was a Ghanaian diplomat who served as the seventh secretary-general of the United Nations from 1997 to 2006.,"['https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Annantrumanlibrary.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Internet forum,"An Internet forum, or message board, is an online discussion site where people can hold conversations in the form of posted messages.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Crystal_Clear_app_linneighborhood.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/FUDforum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/PhpBB3_topic.png', 'https://upload.wikimedia.org/wikipedia/commons/1/11/PhpBB_forum.png']"
Small and medium letters,Not found on Wikipedia,['Image not found']
Cultigen,"A cultigen (from Latin  cultus 'cultivated', and  gens 'kind') or cultivated plant is a plant that has been deliberately altered or selected by humans; it is the result of artificial selection.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Liberty_Hyde_Bailey_1858-1954.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Group D,Group D may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Path length,Path length can refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Stopper,Stopper may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Dipping stone,Not found on Wikipedia,['Image not found']
Matter,"In classical physics and general chemistry, matter is any substance that has mass and takes up space by having volume.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Hydrogen_discharge_tube.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Phase_change_-_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Phase_diagram_for_pure_substance.JPG']"
Low-cost production,Not found on Wikipedia,['Image not found']
11.11.11,Not found on Wikipedia,['Image not found']
Cell contraction,Not found on Wikipedia,['Image not found']
Chemical property,"A chemical property is any of a material's properties that becomes evident during, or after, a chemical reaction; that is, any quality that can be established only by changing a substance's chemical identity.","['https://upload.wikimedia.org/wikipedia/commons/a/ac/Chem_template.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Papapishu-Lab-icon-6.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Storage container,Not found on Wikipedia,['Image not found']
Incense,Incense is aromatic biotic material that releases fragrant smoke when burnt.,"['https://upload.wikimedia.org/wikipedia/commons/1/1b/Chinese_temple_incence_burner.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Egyptian_-_Egyptian_Incense_Burner_-_Walters_54498_-_Side.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Hanoi_Temple_of_Literature_incense.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/IncenseStack0203.jpg']"
Petri dish,"A Petri dish (alternatively known as a Petri plate or cell-culture dish) is a shallow transparent lidded dish that biologists use to hold growth medium in which cells can be cultured, originally, cells of bacteria, fungi and small mosses.","['https://upload.wikimedia.org/wikipedia/commons/9/93/Agar_plate_with_colonies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Antonio_e_Biagio_e_Cesare_Arrigo_Petri_dish.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Petri_dish_at_the_Pacific_Northwest_National_Laboratory.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Physcomitrella_growing_on_agar_plates.jpg']"
Membrane organelle,Not found on Wikipedia,['Image not found']
 selectively permeable membrane,Not found on Wikipedia,['Image not found']
SCIENCE 32,Not found on Wikipedia,['Image not found']
Blue,"Blue is one of the three primary colours in the RYB colour model (traditional colour theory), as well as in the RGB (additive) colour model.","['https://upload.wikimedia.org/wikipedia/commons/9/9f/2009-03-29Dendrobates_tinctorius_azureus106.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/2010._%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA._%D0%9A%D0%B0%D1%80%D0%BD%D0%B0%D0%B2%D0%B0%D0%BB_%D0%BD%D0%B0_%D0%B4%D0%B5%D0%BD%D1%8C_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0_010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/A_Miner_in_His_Cabin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/A_blue_eye.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/AdditiveColorMixing.svg']"
Windscreen,Not found on Wikipedia,['Image not found']
Graph,Graph may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Chemical reaction,A chemical reaction is a process that leads to the chemical transformation of one set of chemical substances to another.,"['https://upload.wikimedia.org/wikipedia/commons/2/24/Activation_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Azobenzene_isomerization_de.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Baeyer-Villiger-Oxidation-V1.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Chemical_precipitation_diagram_multilang.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Chemical_reactions.svg']"
Curved ceiling,Not found on Wikipedia,['Image not found']
"Halifax, Nova Scotia","Halifax is the capital and largest municipality of the Canadian province of Nova Scotia, and the largest municipality in Atlantic Canada.","['https://upload.wikimedia.org/wikipedia/commons/b/bc/American_Elm_Tree_in_Halifax_Public_Gardens_-_August_2019_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Art_Gallery_of_Nova_Scotia.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/CA-halifax-publ-garden-05.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Canada_relief_map_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
SCIENCE 84,Not found on Wikipedia,['Image not found']
Perception,"Perception (from Latin  perceptio 'gathering, receiving') is the organization, identification, and interpretation of sensory information in order to represent and understand the presented information or environment.","['https://upload.wikimedia.org/wikipedia/commons/d/d2/Anatomy_of_the_Human_Ear.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Anatomy_of_the_Human_Ear.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Cerebrum_lobes.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Gestalt_closure.svg']"
Third,Third or 3rd may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Pin,"A pin is a device used for fastening objects or fabrics together and can have three sorts of body: a shaft of a rigid inflexible material meant to be inserted in a slot, groove, or hole (as with pivots, hinges, and jigs); a shaft connected to a head and ending in a sharp tip meant to pierce one or more pieces of soft materials like cloth or paper (the straight or push pin); a single strip of a rigid but flexible material (e.g.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Emojione_1F458.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Pin-artsy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Pins%2C_bone%2C_bronze%2C_Bronze_Age%2C_City_of_Prague_Museum%2C_175904.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Safety_Pin.jpg']"
Coconut husk,Not found on Wikipedia,['Image not found']
Numerical quantity,Not found on Wikipedia,['Image not found']
Cotton plug,Not found on Wikipedia,['Image not found']
Nail,Nail or Nails may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Mucus,"Mucus ( MEW-kəs) is a slippery aqueous secretion produced by, and covering, mucous membranes.","['https://upload.wikimedia.org/wikipedia/commons/b/ba/Blausen_0766_RespiratoryEpithelium.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Mucus_cells.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Mucus_in_the_Stomach.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Eggshell,An eggshell is the outer covering of a hard-shelled egg and of some forms of eggs with soft outer coats.,"['https://upload.wikimedia.org/wikipedia/commons/f/fb/Anatomy_of_an_egg_labeled.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Egg-rmh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Egg_in_vinegar.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Egg_with_light.JPG']"
Nefertiti River,Not found on Wikipedia,['Image not found']
ABC triangle,Not found on Wikipedia,['Image not found']
Drinking glass,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Unseen matter,Not found on Wikipedia,['Image not found']
Do not stir the solution,Not found on Wikipedia,['Image not found']
Small matter,Not found on Wikipedia,['Image not found']
B group,Not found on Wikipedia,['Image not found']
Lustrous,Not found on Wikipedia,['Image not found']
Compost,"Compost is a mixture of ingredients used as plant fertilizer and to improve soil's physical, chemical, and biological properties.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Aeration_floor.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Bedrijfsafval.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/CVRD6windrow.matureing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/CVRD7windrow.turner.jpg']"
China,"China (Chinese: 中国; pinyin: Zhōngguó), officially the People's Republic of China (PRC), is a country in East Asia.","['https://upload.wikimedia.org/wikipedia/commons/1/12/13_Peking_University.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/18th_National_Congress_of_the_Communist_Party_of_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/1945_Mao_and_Chiang.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Badaling_China_Great-Wall-of-China-01.jpg']"
Copper sulfate,Copper sulfate may refer to:,['https://upload.wikimedia.org/wikipedia/commons/a/ac/Chem_template.svg']
Rule of proportions,Not found on Wikipedia,['Image not found']
Swimming pool,"A swimming pool, swimming bath, wading pool, paddling pool, or simply pool, is a structure designed to hold water to enable swimming or other leisure activities.","['https://upload.wikimedia.org/wikipedia/commons/5/51/Angel_Saavedra_and_Joshua_Caslill%2C_both_lifeguards%2C_clean_around_the_pool_deck_while_a_skimmer_cleans_the_bottom_of_the_pool_during_preparations_for_the_2010_swimming_season_at_Randolph_Air_Force_Base%2C_Texas_100520-F-SS509-010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Backyardpool.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Black_Labrador_Retriever_kiddie_pool..jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Cairns_Lagoon.JPG']"
Natural resource,Natural resources are resources that are drawn from nature and used with few modifications.,"['https://upload.wikimedia.org/wikipedia/commons/5/57/Carson_Fall_Mt_Kinabalu.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Ocean_waves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Rainforest_Fatu_Hiva.jpg']"
Binary compound,Not found on Wikipedia,['Image not found']
K-shell,Not found on Wikipedia,['Image not found']
Ask your teacher,Not found on Wikipedia,['Image not found']
Fall back to the ground,Not found on Wikipedia,['Image not found']
Sheep,"Sheep or domestic sheep  (Ovis aries) are domesticated, ruminant mammals typically kept as livestock.","['https://upload.wikimedia.org/wikipedia/commons/a/a2/04-09-12-Schaupfl%C3%BCgen-Fahrenwalde-RalfR-IMG_1232.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/ABS-7215.0-LivestockProductsAustralia-BrokersDealersReceivalsTaxableWool-AllSeries-BrokersDealersReceivalsTaxableWool-Australia-A2060656A.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/A_curious_Welsh_Mountain_sheep_%28Ovis_aries%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/A_flock_of_Australian_White_Sheep_in_Mudgegonga%2C_Victoria%2C_Australia._This_is_breed_of_hair_sheep_suited_for_the_hot_and_varied_Australian_climate.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg']"
 recoil,"Recoil (often called knockback, kickback or simply kick) is the rearward thrust generated when a gun is being discharged.","['https://upload.wikimedia.org/wikipedia/commons/c/c5/AT4_rocket_launcher.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Csa04katherine500smith1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Geb_Kan_Ord_1877%2C_R%C3%BCckstoss.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Grand_Turk%2828%29.jpg']"
Coin,"A coin is a small object, usually round and flat, used primarily as a medium of exchange or legal tender.","['https://upload.wikimedia.org/wikipedia/commons/1/12/10cts1879.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/1884_trade_dollar_rev.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/1924_East_African_1_cent_coin_reverse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/2019_American_Silver_Eagle_and_1943_Walking_Liberty_Half_dollar_side_by_side.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/20franctrimetalrev.jpg']"
Velocity–time relation,Not found on Wikipedia,['Image not found']
Distance d,Not found on Wikipedia,['Image not found']
Soil condition,Not found on Wikipedia,['Image not found']
6m s,Not found on Wikipedia,['Image not found']
Y axis,Not found on Wikipedia,['Image not found']
Plantation,"A plantation is an agricultural estate, generally centered on a plantation house, meant for farming that specializes in cash crops, usually mainly planted with a single crop, with perhaps ancillary areas for vegetables for eating and so on.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/CottonpickHoustonWhere17.png', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Cuba_canna_da_zucchero.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Harvesting_tea_in_Bogor%2C_West_Java.jpg']"
Slow speed,Not found on Wikipedia,['Image not found']
18.18.18,Not found on Wikipedia,['Image not found']
Research,"Research is ""creative and systematic work undertaken to increase the stock of knowledge"".","['https://upload.wikimedia.org/wikipedia/commons/f/f5/Alcator_C-Mod.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Aristotle_Altemps_Inv8575.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Animal husbandry,"Animal husbandry is the branch of agriculture concerned with animals that are raised for meat, fibre, milk, or other products.","['https://upload.wikimedia.org/wikipedia/commons/9/9c/2014-07-25_Melkkarussel_-_Hemme_Milch_%285%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Bassins_de_la_pisciculture_de_la_Calonne.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Battery_hens_-Bastos%2C_Sao_Paulo%2C_Brazil-31March2007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Bezerros_de_IATF.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Bolikhamxay_Thabok_Crickets.JPG']"
Ice cream,"Ice cream is a frozen dessert, typically made from milk or cream and flavoured with a sweetener, either sugar or an alternative, and a spice, such as cocoa or vanilla, or with fruit such as strawberries or peaches.","['https://upload.wikimedia.org/wikipedia/commons/9/97/Agnes_B_Marshall.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Alta_Dena_Dairy_ice_cream_factory_in_Los_Angeles.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Art_of_Cookery_frontispiece.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Black_sesame_soft_ice_cream.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Children_in_the_Ghetto_and_the_Ice-Cream_Man._Chicago_Ill._%28FRONT%29.jpeg']"
Jesus,"Jesus (c. 4 BC –  AD 30 or 33), also referred to as Jesus Christ (Hebrew: יֵשׁוּעַ המשיח) or Jesus of Nazareth (among other names and titles), was a first-century Jewish preacher and religious leader.","['https://upload.wikimedia.org/wikipedia/commons/d/d8/Alexander_Ivanov_-_Christ%27s_Appearance_to_Mary_Magdalene_after_the_Resurrection_-_Google_Art_Project.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Allah-green.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Basmala.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Bellini-circumcision-NG1455-fm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Bible.malmesbury.arp.jpg']"
Intercellular matrix,Not found on Wikipedia,['Image not found']
Viral disease,"A viral disease (or viral infection) occurs when an organism's body is invaded by pathogenic viruses, and infectious virus particles (virions) attach to and enter susceptible cells.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Novel_Coronavirus_SARS-CoV-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/PD-icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg']"
Plant reproduction,"Plant reproduction is the production of new offspring in plants, which can be accomplished by sexual or asexual reproduction.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Mice_X_Y_chromosomes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Orchidflower3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg']"
Mobile phone,"A mobile phone (cellphone, etc.) is a portable telephone that can make and receive calls over a radio frequency link while the user is moving within a telephone service area, as opposed to a fixed-location phone (landline phone).","['https://upload.wikimedia.org/wikipedia/commons/1/1f/2007Computex_e21Forum-MartinCooper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Active_mobile_broadband_subscriptions_2007-2014.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Android_phones.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Crowd_of_people_with_phones.jpg']"
Energy level index,Not found on Wikipedia,['Image not found']
Nm,"NM, nm, and variations may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Bat,Bats are mammals of the order Chiroptera ().,"['https://upload.wikimedia.org/wikipedia/commons/e/e1/Animal_echolocation.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Barbastella_barbastellus_01-cropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Bat%2820070605%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Bat_feeding_buzz.wav', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Bat_god%2C_Zapotec%2C_Period_III-A_-_Mesoamerican_objects_in_the_American_Museum_of_Natural_History_-_DSC06023.JPG']"
Vibration,Vibration is a mechanical phenomenon whereby oscillations occur about an equilibrium point.,"['https://upload.wikimedia.org/wikipedia/commons/3/3d/2dof_model.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Beam_mode_1.gif', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Beam_mode_2.gif', 'https://upload.wikimedia.org/wikipedia/commons/4/43/Beam_mode_3.gif', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Beam_mode_4.gif']"
Croatia,"Croatia ( (listen), kroh-AY-shə; Croatian: Hrvatska, pronounced [xř̩ʋaːtskaː]), officially the Republic of Croatia (Croatian: Republika Hrvatska, (listen)), is a country at the crossroads of Central and Southeast Europe.","['https://upload.wikimedia.org/wikipedia/commons/9/9e/1_dubrovnik_pano_-_edit1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/820_BDG_Trojan_Footprint_22.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Adolf_Hitler_meets_Ante_Paveli%C4%87.1941.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Balkan_topo_en.jpg']"
Breed type,Not found on Wikipedia,['Image not found']
